Año Censal,Entidad,Municipio,Edad mediana,Grado promedio de escolaridad de la población de 15 y más años,Hogares censales,Población de 5 años y más que asiste a la escuela,Población derechohabiente a servicios de salud,Población en hogares censales,Población en hogares familiares,Población en hogares no familiares,Población total,Porcentaje de población de 15 a 29 años,Porcentaje de población de 60 y más años,Promedio de ocupantes en viviendas particulares habitadas,Tamaño promedio de los hogares censales,Total de viviendas particulares habitadas,Viviendas particulares habitadas,Viviendas particulares habitadas que disponen de agua de la red pública en el ámbito de la vivienda,Viviendas particulares habitadas que disponen de computadora,Viviendas particulares habitadas que disponen de drenaje,Viviendas particulares habitadas que disponen de energía eléctrica,Viviendas particulares habitadas que disponen de excusado o sanitario,Viviendas particulares habitadas que disponen de lavadora,UE Unidades económicas,H010A Personal remunerado total,J000A Total de remuneraciones (millones de pesos),K000A Total de gastos por consumo de bienes y servicios (millones de pesos),M000A Total de ingresos por suministro de bienes y servicios (millones de pesos),A111A Producción bruta total (millones de pesos),A121A Consumo intermedio (millones de pesos),A131A Valor agregado censal bruto (millones de pesos),A211A Inversión total (millones de pesos),A800A Total de ingresos (millones de pesos),A700A Total de gastos (millones de pesos),UE Sector 62 Servicios de salud y de asistencia social,UE Subsector 621 Servicios médicos de consulta externa y servicios relacionados,UE Subsector 622 Hospitales,UE Subsector 623 Residencias de asistencia social y para el cuidado de la salud,total_area,Prod_Bruta_Per_Capita,%_Pob_Derechohabiente,Densidad_Poblacional
2018,chiapas,chicoasen,25.6,7.178280438854696,1433.0,1371.6,3224.2,5321.6,5161.2,159.6,5325.2,24.0412810070344,10.21902998889304,3.722260869565216,3.7219132791327922,1434.2,1420.2,1331.4,99.0,1389.2,1418.8,1375.0,660.4,139.0,20.0,0.88,63.122,86.639,26.501,2.554,23.947,0.914,86.639,64.051,5.0,4.0,0.0,0.0,115553787.50820665,4976.526703222415,60.54608277623375,0.0460841666450942
2024,chiapas,chicoasen,26.8,7.754490767995717,1562.0,1393.8,3472.6,5562.8,5346.6,217.79999999999998,5555.6,21.4472417623102,11.88330248056282,3.536456521739128,3.535848238482386,1559.6,1539.6,1459.2,114.0,1544.6,1554.4,1534.0,797.2,185.8,26.0,1.234,126.6488,172.907,51.5078,4.714,46.7938,1.5716,172.907,128.61939999999998,6.2,5.2,0.0,0.0,115553787.50820665,9271.329829361364,62.5062999496004,0.04807804330607026
2003,chiapas,chicomuselo,18.6,4.24,5280.6,7588.2,3586.8,26716.4,26505.0,198.2,26953.6,27.78,6.0600000000000005,5.18,5.069999999999999,5215.4,5171.0,3298.6,53.0,3526.0,4693.0,3969.6,429.20000000000005,274.0,51.0,0.698,36.177,47.494,13.592,1.165,12.427,1.216,47.494,36.177,6.0,6.0,0.0,0.0,1003006791.1703728,504.2740116348095,13.307313308797342,0.0268727991049281
2008,chiapas,chicomuselo,20.2,4.8260000000000005,6303.4,8394.4,11692.8,30090.8,29793.6,286.4,30213.0,27.78,7.12,4.842,4.79,6271.6,6248.2,3943.6,194.39999999999998,5197.6,5940.8,5593.8,1565.0,412.0,108.0,2.557,94.994,107.246,18.099,4.859,13.24,1.391,107.251,95.078,11.0,6.0,0.0,1.0,1003006791.1703728,599.0467679475722,38.70122132856717,0.030122428149011362
2013,chiapas,chicomuselo,22.2,5.466203324548957,7369.2,8922.1,19769.7,33072.9,32634.6,434.1,33096.0,26.83460513796383,8.107823841239636,4.520897435897435,4.520129783127059,7371.3,7362.3,5461.1,388.8,6537.9,7105.6,6924.9,2786.7,453.0,67.0,2.164,78.012,94.138,23.463,6.734,16.729,0.772,94.141,79.2,20.0,15.0,0.0,0.0,1003006791.1703728,708.9376359680929,59.734408992023205,0.032996785556537914
2018,chiapas,chicomuselo,24.2,6.059875532130552,8396.2,9475.6,26139.2,35684.4,35075.6,607.6,35731.0,24.72561370123688,9.287530243305696,4.27239316239316,4.270346088338824,8396.8,8377.8,7249.6,586.8,7834.4,8171.6,8021.4,3746.2,560.0,174.0,6.08,206.912,256.792,61.508,9.882,51.626,2.711,256.794,207.429,17.0,14.0,0.0,0.0,1003006791.1703728,1721.4183761999384,73.15552321513532,0.03562388641287939
2024,chiapas,chicomuselo,26.6,6.772282181228466,9628.6,10139.8,33782.600000000006,38818.2,38004.8,815.8000000000001,38893.0,22.19482397716454,10.703177925784969,3.9741880341880305,3.9706056545929425,9627.4,9596.4,9395.8,824.4,9390.2,9450.8,9337.2,4897.6,688.4,302.4,10.7792,361.59200000000004,451.9767999999999,107.162,13.6596,93.5024,5.0378,451.97759999999994,361.30379999999997,13.4,12.8,0.0,0.0,1003006791.1703728,2755.30301082457,86.86036047617824,0.03877640744048916
2003,chiapas,chilon,16.0,3.64,14139.2,25547.8,1754.4,81228.8,80671.2,279.0,88618.6,28.28,4.1,5.72,5.734,15410.6,13970.0,10120.0,65.4,4106.4,10187.2,7813.799999999999,222.0,207.0,34.0,0.447,17.697,23.913,7.688,0.943,6.745,0.516,23.931,17.835,1.0,1.0,0.0,0.0,1676912015.6272676,86.75379660703283,1.9797198330824453,0.05284630271245998
2008,chiapas,chilon,16.0,4.444,17979.2,34424.8,41531.8,102907.6,102442.6,434.8,105295.2,27.62,4.42,5.74,5.728,18530.6,17908.8,13766.4,237.2,8363.8,14626.6,12695.2,428.8,375.0,97.0,1.897,74.461,90.692,21.304,4.636,16.668,2.839,90.692,75.635,5.0,5.0,0.0,0.0,1676912015.6272676,202.32641184023583,39.443203488857996,0.06279112977827472
2013,chiapas,chilon,16.6,5.138011947431301,21427.9,37917.4,78838.3,117550.6,116855.3,658.9,119266.4,27.30312055962401,4.740556344955734,5.530352128538178,5.53011634452993,21938.2,21169.0,17480.6,425.3,13753.2,18719.4,17144.6,733.9,509.0,201.0,6.679,82.281,107.042,35.914,9.074,26.84,2.389,107.061,82.59,18.0,15.0,0.0,0.0,1676912015.6272676,301.12420597921965,66.1026911183703,0.0711226342757089
2018,chiapas,chilon,17.6,5.801365193150136,25154.4,40216.4,96573.8,131291.6,130335.8,930.4,132120.4,26.97498815899736,5.141483586548624,5.247605676101808,5.24697691874648,25300.2,24464.0,21441.6,580.8,19500.2,23173.4,21795.6,1050.4,620.0,292.0,11.4,161.691,235.024,82.475,9.412,73.063,1.035,235.06,162.01,26.0,16.0,3.0,0.0,1676912015.6272676,624.2412224001744,73.0952979252258,0.0787879141951159
2024,chiapas,chilon,18.8,6.597389088012738,29626.199999999997,42975.2,117856.4,147780.8,146512.4,1256.1999999999998,147545.2,26.58122927824538,5.622596276460092,4.908309933178164,4.90720960780634,29334.6,28418.0,26194.800000000003,767.4000000000001,26396.600000000002,28518.199999999997,27376.800000000003,1430.1999999999998,753.2,401.2,17.0652,256.983,388.6024,138.3482,9.817600000000002,128.5306,-0.5897999999999999,388.65880000000004,257.31399999999996,35.6,17.2,6.6,0.0,1676912015.6272676,937.666559128999,79.87816614840739,0.08798625009840429
2003,chiapas,cintalapa,21.8,5.88,15193.2,19972.2,10538.0,67720.0,66817.6,885.8,69806.0,27.84,7.66,4.64,4.462,14717.6,14589.8,10778.6,528.6,10758.0,13436.6,11845.4,3379.0,889.0,533.0,14.611,382.311,461.431,111.877,21.703,90.174,11.468,461.504,387.386,52.0,34.0,0.0,1.0,2447895979.3679123,1602.6845829871359,15.096123542388906,0.028516734611421308
2008,chiapas,cintalapa,23.6,6.59,17033.2,21935.8,29159.0,73421.2,72260.4,1123.8,76335.6,28.04,8.7,4.396,4.311999999999999,16920.6,16755.2,13148.0,1355.0,14373.0,16041.0,14922.4,6221.4,1112.0,728.0,24.654,616.331,700.795,157.889,71.013,86.876,9.092,702.042,620.371,71.0,43.0,0.0,0.0,2447895979.3679123,2068.3534288064807,38.19842904228171,0.031184168217683474
2013,chiapas,cintalapa,24.9,7.205649430098526,18915.3,22499.1,42831.6,78773.0,77202.1,1521.9,81111.6,26.83249156757861,9.757278116588859,4.177350013798179,4.177093039283253,19029.4,18902.7,15806.1,2146.8,17310.4,18359.9,17630.2,8749.7,1461.0,891.0,41.191,920.212,1104.381,270.611,77.195,193.416,18.065,1117.351,930.972,90.0,62.0,0.0,0.0,2447895979.3679123,3336.279890915726,52.8057639104641,0.033135231514594174
2018,chiapas,cintalapa,26.4,7.798398480262736,20950.8,22752.6,45842.6,84438.0,82415.6,1973.4,86107.6,25.21997751354296,10.852741644236959,4.039600036795144,4.038914771422008,20983.4,20917.2,18899.6,2819.8,19769.4,20491.4,19977.2,10674.2,1636.0,1098.0,61.097,1419.48,1949.737,664.828,142.208,522.62,13.16,1991.58,1443.472,119.0,78.0,0.0,0.0,2447895979.3679123,7720.898039197468,53.2387385085637,0.035176167911446315
2024,chiapas,cintalapa,28.2,8.509697340459788,23393.4,23056.8,49455.8,91236.0,88671.8,2515.2,92102.8,23.28496064870018,12.16729787741468,3.874300064391502,3.8731008499885142,23328.2,23334.6,22611.800000000003,3627.3999999999996,22720.2,23049.2,22793.6,12983.599999999999,1846.0,1346.4,84.9842,2018.6016,2964.1642,1137.8884,220.2236,917.6648,7.273999999999999,3040.6548,2058.4719999999998,153.8,97.2,0.0,0.0,2447895979.3679123,12354.547310179494,53.696304564030626,0.037625291587668884
2003,chiapas,coapilla,18.6,4.26,1758.0,2160.0,1070.1999999999998,7483.4,7354.0,123.4,7495.4,28.0,7.38,4.48,4.262,1664.4,1653.0,1280.0,9.0,1104.0,1509.0,1213.8,44.4,62.0,19.0,0.197,6.979,8.57,2.379,0.727,1.652,0.158,8.59,6.999,1.0,1.0,0.0,0.0,155228551.5526133,317.39466873015454,14.278090562211487,0.048286220060872645
2008,chiapas,coapilla,19.6,5.112,1913.0,2345.4,3884.8,8138.8,8004.0,127.8,8138.8,27.939999999999998,7.82,4.328,4.252,1875.4,1869.4,1639.0,56.8,1554.6,1770.4,1585.8,206.39999999999998,111.0,24.0,0.353,18.388,20.753,3.878,1.363,2.515,1.98,21.009,18.681,4.0,1.0,0.0,0.0,155228551.5526133,476.48301960977045,47.7318523615275,0.05243107610420129
2013,chiapas,coapilla,20.9,5.953441469013006,2112.9,2454.6,6174.2,8864.6,8706.5,154.6,8880.8,27.39060606060606,8.493636363636364,4.204592471358429,4.204592471358429,2112.9,2112.9,2045.3,116.0,1917.0,2042.1,1931.1,491.8,115.0,17.0,0.605,13.704,16.858,4.269,0.89,3.379,0.21,16.858,13.775,2.0,0.0,0.0,0.0,155228551.5526133,480.6999369426178,69.52301594450951,0.0572111245719505
2018,chiapas,coapilla,22.4,6.675843917368016,2349.4,2550.6,7441.2,9565.6,9364.0,200.6,9608.8,26.54161616161616,9.483030303030304,4.078913256955809,4.078913256955809,2349.4,2349.4,2305.8,166.0,2227.0,2315.6,2234.6,804.8,152.0,26.0,0.749,31.832,41.852,11.974,1.171,10.803,0.417,41.873,31.881,4.0,1.0,0.0,0.0,155228551.5526133,1246.14936308384,77.44151194738157,0.06190098344596861
2024,chiapas,coapilla,24.2,7.542726855394028,2633.2,2665.8,8961.6,10406.8,10153.0,255.79999999999998,10482.4,25.522828282828282,10.670303030303034,3.9280981996726645,3.9280981996726645,2633.2,2633.2,2618.4,226.0,2599.0,2643.8,2598.8,1180.4,196.4,36.8,0.9218,53.5856,71.84479999999999,21.22,1.5082,19.711800000000004,0.6654,71.89099999999999,53.608200000000004,6.4,2.2,0.0,0.0,155228551.5526133,2024.3455697168588,85.49187209036099,0.06752881409479032
2003,chiapas,comitan de dominguez,22.2,6.359999999999999,26728.8,29744.6,27692.2,112457.6,110906.8,1481.2,114841.8,29.380000000000003,7.04,4.38,4.212,26130.4,25714.4,20107.6,2201.6,19154.8,24783.8,23676.2,7580.8,3948.0,2182.0,60.794,1289.419,1619.596,445.148,80.956,364.192,26.536,1624.399,1296.885,152.0,100.0,5.0,3.0,982500676.2036693,3876.1844554857203,24.113345489185996,0.11688724779685919
2008,chiapas,comitan de dominguez,23.6,7.002,31883.4,34481.2,58966.399999999994,130702.0,128595.4,2032.0,133113.0,28.740000000000002,7.58,4.168,4.104,31982.0,31478.6,26833.8,4990.8,26860.8,30843.0,30400.4,13391.0,4553.0,2771.0,108.831,2887.794,3375.057,717.358,251.962,465.396,25.232,3396.358,2923.389,239.0,161.0,5.0,3.0,982500676.2036693,5389.090472004988,44.29800244904705,0.1354838762191407
2013,chiapas,comitan de dominguez,24.9,7.653025487946814,37225.4,38266.7,83796.8,147082.6,144060.2,2937.2,148562.5,27.65941848771882,8.308761704613197,3.974951831138373,3.974563035991626,37527.1,37155.5,32354.9,7758.3,33671.5,36742.5,36509.7,19262.1,4836.0,2747.0,150.843,3827.389,4553.647,1119.839,352.786,767.053,54.022,4586.014,3875.055,292.0,206.0,4.0,7.0,982500676.2036693,7537.830879259571,56.40508203618006,0.15120854733050937
2018,chiapas,comitan de dominguez,26.4,8.291401301191504,42369.4,41231.2,92834.8,160343.6,156302.2,3939.2,161145.0,26.25844930058352,9.323364545635192,3.799871549702328,3.798834762644336,42455.6,42183.0,37181.4,10098.8,39924.0,41975.0,41839.2,24450.6,5315.0,3653.0,209.421,5711.652,7379.02,2218.569,553.776,1664.793,46.288,7491.131,5787.121,349.0,270.0,5.0,7.0,982500676.2036693,13767.532346644326,57.60948214341121,0.16401515429246905
2024,chiapas,comitan de dominguez,28.2,9.057452277085131,48542.2,44788.6,103680.4,176256.8,170992.6,5141.6,176244.0,24.577286276021162,10.540887954861585,3.589775211979074,3.587960834627588,48369.8,48216.0,42973.2,12907.400000000001,47427.0,48254.0,48234.600000000006,30676.800000000003,5889.8,4740.2,279.7146,7972.7676,10769.467600000002,3537.045,794.9639999999999,2742.0809999999997,37.0072,10977.271400000001,8081.600200000001,417.4,346.8,6.2,7.0,982500676.2036693,20069.023626336217,58.82776151244865,0.17938308264682068
2003,chiapas,escuintla,18.6,5.42,5645.4,8317.8,3729.0,26835.8,26413.8,416.0,27644.0,26.04,7.540000000000001,4.92,4.7540000000000004,5557.8,5390.6,3729.6,117.0,4160.6,4809.2,4428.0,625.4,383.0,133.0,2.881,133.692,158.282,34.393,8.075,26.318,2.546,158.906,134.556,15.0,10.0,0.0,0.0,420661272.27037907,1244.1397771668355,13.489364780784257,0.06571558121050868
2008,chiapas,escuintla,20.2,6.054,6375.8,8739.4,12029.400000000001,28479.2,27934.2,535.8,28986.4,26.1,8.600000000000001,4.553999999999999,4.478,6350.8,6245.4,4011.6,346.4,5451.0,5868.4,5604.6,1430.8,464.0,168.0,4.442,124.448,143.133,30.597,11.231,19.366,1.357,143.167,125.519,26.0,19.0,0.0,0.0,420661272.27037907,1055.5639886291501,41.500151795324705,0.06890674733035339
2013,chiapas,escuintla,22.2,6.6579226006191945,7159.7,8702.4,19023.4,30308.6,29605.8,693.0,30316.4,25.48081822889693,9.70706110823407,4.248756035578144,4.248786802030455,7160.4,7082.0,5291.6,572.5,6485.0,6849.2,6658.3,2330.1,460.0,173.0,6.232,220.776,265.498,65.523,18.781,46.742,2.758,265.579,222.054,27.0,20.0,0.0,1.0,420661272.27037907,2161.305432043382,62.74953490519983,0.07206843605159403
2018,chiapas,escuintla,24.2,7.27112693498452,7674.2,8291.4,20457.4,30719.6,29863.8,853.0,30730.4,24.11551527705848,11.21882962195752,4.013349428208384,4.013431472081216,7674.4,7467.0,6627.6,730.0,7215.0,7441.2,7333.8,3093.6,592.0,385.0,18.422,403.653,543.928,165.512,30.895,134.617,14.943,544.031,406.727,31.0,23.0,0.0,1.0,420661272.27037907,5385.937052560331,66.57056204930623,0.07305260081143887
2024,chiapas,escuintla,26.6,8.00697213622291,8291.6,7798.2,22178.2,31212.8,30173.4,1045.0,31227.2,22.47715173485234,13.03295183842566,3.7308614993646723,3.731005076142128,8291.2,7929.0,8230.8,919.0,8091.0,8151.6,8144.4,4009.7999999999997,750.4,639.4,33.050000000000004,623.1054,878.0440000000001,285.4988,45.431799999999996,240.06699999999998,29.564999999999998,878.1733999999999,628.3345999999999,35.8,26.6,0.0,1.0,420661272.27037907,9142.632064354153,71.02205769329302,0.07423359852325266
2003,chiapas,frontera comalapa,19.2,5.46,11862.8,15738.4,6463.0,55082.0,54450.6,620.6,55415.2,27.54,6.18,4.72,4.654,11729.8,11662.6,9840.4,300.79999999999995,8702.2,10985.2,10412.0,2692.2,779.0,446.0,10.599,294.652,369.693,93.44,11.546,81.894,7.444,369.738,295.171,19.0,13.0,0.0,0.0,769933953.7022336,1686.1799650637372,11.66286506229338,0.07197396573243142
2008,chiapas,frontera comalapa,21.2,5.952,14309.2,17336.4,20868.4,63050.4,62166.8,858.4,63239.2,27.84,7.12,4.444,4.416,14265.6,14230.4,12110.2,919.0,12837.0,13821.2,13469.4,5769.4,1007.0,582.0,18.917,638.586,768.679,167.901,32.738,135.163,15.026,769.024,640.224,35.0,22.0,1.0,0.0,769933953.7022336,2655.0146111905274,32.9991524244456,0.08213587632538323
2013,chiapas,frontera comalapa,22.9,6.4334484101232965,16857.4,18649.8,35409.5,71115.1,69878.2,1201.4,71177.5,27.29222182371348,8.030959100634455,4.240982107355864,4.239560332871012,16860.2,16851.4,14712.4,1551.0,15968.6,16526.6,16337.9,8424.8,1241.0,600.0,25.382,739.425,871.869,193.838,58.673,135.165,5.122,877.56,749.367,57.0,41.0,0.0,0.0,769933953.7022336,2723.304415018791,49.74816479926943,0.09244624121035633
2018,chiapas,frontera comalapa,24.4,6.9558624269954565,19236.4,20122.8,44432.0,78073.6,76475.2,1560.4,78120.0,25.77925819656928,9.08255760169188,4.075952286282304,4.072160887656032,19237.2,19220.4,17431.4,2061.0,18594.6,18907.6,18779.4,10567.8,1767.0,1123.0,55.351,2094.19,2686.131,713.046,128.86,584.186,-0.547,2744.669,2110.545,88.0,69.0,0.0,0.0,769933953.7022336,9127.572964669738,56.87660010240655,0.10146324840508637
2024,chiapas,frontera comalapa,26.2,7.582759247242048,22091.2,21890.4,55259.0,86423.8,84391.6,1991.1999999999998,86451.0,23.963701843996244,10.34447580296079,3.877916500994032,3.8712815533980556,22089.6,22063.2,20694.199999999997,2673.0,21745.800000000003,21764.8,21709.2,13139.400000000001,2398.2,1750.6,91.3138,3719.9080000000004,4863.245399999999,1336.0956,213.08440000000002,1123.0112000000001,-7.349799999999998,4985.1998,3743.9586,125.2,102.6,0.0,0.0,769933953.7022336,15454.946732831315,63.91944569756278,0.11228365703876245
2003,chiapas,huixtla,21.2,6.46,10906.6,13806.2,13326.4,46461.6,45580.6,870.6,48162.2,27.46,7.76,4.5,4.26,10348.8,10241.0,6830.8,396.0,8692.8,9540.0,8943.0,2129.8,1063.0,577.0,16.477,462.784,586.52,163.755,32.053,131.702,9.866,587.955,463.227,53.0,40.0,1.0,0.0,400245786.9641107,3400.0730863623344,27.6698323581564,0.12033156017784297
2008,chiapas,huixtla,23.2,7.084,12106.0,13974.0,22158.6,49008.4,47837.4,1156.6,49996.6,27.16,8.82,4.188,4.052,11799.6,11747.6,7387.4,1020.4000000000001,10809.8,11339.8,10947.6,4136.0,1315.0,760.0,30.637,782.114,914.192,199.172,74.614,124.558,3.831,916.666,790.624,62.0,45.0,3.0,0.0,400245786.9641107,3983.7108923406795,44.32021377453667,0.12491474396077304
2013,chiapas,huixtla,25.2,7.639053629754503,13293.9,13842.1,28394.4,51669.1,50196.9,1459.8,51923.9,26.20639116387407,9.84697047110977,3.891416227608008,3.890527296937418,13306.5,13279.5,9486.4,1571.4,12493.3,13010.7,12760.5,5848.9,1418.0,836.0,37.828,973.505,1163.258,282.756,80.304,202.452,31.98,1169.983,980.666,73.0,56.0,1.0,1.0,400245786.9641107,5445.5847885077965,54.684644258231764,0.12973003512128392
2018,chiapas,huixtla,27.2,8.137476346012008,13990.4,13445.6,29753.4,52287.6,50573.4,1707.8,52865.4,24.55037643699752,11.09192125629272,3.7437766069546883,3.741406125166448,13994.0,13952.0,12105.4,1960.4,13403.8,13740.2,13648.0,7000.4,1476.0,946.0,54.49,1305.594,1789.353,608.462,126.985,481.477,5.834,1814.929,1323.965,84.0,66.0,0.0,2.0,400245786.9641107,11509.645250012296,56.281424145093006,0.13208233970677707
2024,chiapas,huixtla,29.6,8.735583605521015,14826.2,12969.8,31384.2,53029.8,51025.2,2005.4,53995.2,22.563158764745662,12.58586219851226,3.5666090621707043,3.562460719041284,14819.0,14759.0,15248.199999999999,2427.2,14496.4,14615.6,14713.0,8382.2,1545.6,1078.0,74.4844,1704.1008000000002,2540.6670000000004,999.3091999999999,183.00220000000002,816.3069999999999,-25.541200000000007,2588.8642000000004,1735.9237999999998,97.2,78.0,-1.2000000000000002,3.2,400245786.9641107,18507.371025572644,58.12405547159748,0.13490510520936888
2003,chiapas,ixhuatan,17.6,4.24,1834.0,2768.8,1961.2,8754.2,8657.8,94.0,8791.2,27.38,5.88,5.1000000000000005,4.774,1723.2,1714.6,1595.4,19.200000000000003,1469.6,1545.8,1532.8,81.2,59.0,19.0,0.366,11.786,14.612,3.595,0.567,3.028,0.466,14.637,11.843,5.0,2.0,0.0,0.0,94434120.10430598,408.9316589316589,22.308672308672307,0.09309347077401467
2008,chiapas,ixhuatan,19.2,5.176,2008.2,2957.0,5552.799999999999,9619.0,9514.4,104.6,9637.0,27.66,6.46,4.876,4.784,1972.2,1967.8,1867.2,65.4,1883.8,1895.2,1866.8,227.0,102.0,4.0,0.134,14.814,16.62,3.156,1.628,1.528,-0.22,16.62,14.88,7.0,2.0,0.0,0.0,94434120.10430598,327.4878074089447,57.61959115907439,0.10204997928032343
2013,chiapas,ixhuatan,20.6,6.0241859819569745,2257.0,2957.4,8417.3,10559.1,10414.5,144.6,10580.4,27.13003164278809,7.09197064252439,4.703343570057582,4.703035673187573,2257.0,2251.0,2182.1,106.4,2181.5,2209.9,2169.1,416.4,104.0,34.0,0.865,31.12,46.095,17.447,2.223,15.224,0.239,46.109,31.308,5.0,1.0,0.0,0.0,94434120.10430598,1648.992476654947,79.55559336130959,0.11204001253269005
2018,chiapas,ixhuatan,21.6,6.797829285218599,2507.0,3061.4,9672.8,11092.6,10882.0,210.6,11149.4,25.18008438076824,8.078588380065039,4.442249520153552,4.441428461833528,2507.0,2491.0,2475.6,135.4,2449.0,2476.4,2447.6,595.4,123.0,32.0,1.563,35.06,42.948,10.39,1.803,8.587,0.699,42.958,35.393,8.0,3.0,0.0,0.0,94434120.10430598,931.8887115001704,86.75623800383877,0.11806537708706424
2024,chiapas,ixhuatan,22.8,7.726201249132549,2807.0,3186.2,11179.4,11732.8,11443.0,289.79999999999995,11832.2,22.840147666344418,9.262529665113819,4.128936660268716,4.1274998082086745,2807.0,2779.0,2827.8,170.2,2770.0,2796.2,2781.8,810.1999999999999,145.8,29.6,2.4006,39.788000000000004,39.1716,1.9216000000000015,1.299,0.6225999999999985,1.251,39.17679999999999,40.295,11.6,5.4,0.0,0.0,94434120.10430598,162.40428660773156,94.48285187877148,0.12529581455231328
2003,chiapas,ixtacomitan,19.2,5.699999999999999,2026.4,3136.8,917.8,9460.0,9318.4,140.4,9474.8,28.08,6.58,5.0200000000000005,4.684,1907.6,1900.4,1405.4,69.19999999999999,1545.4,1593.8,1675.0,209.4,105.0,40.0,0.953,16.766,22.739,7.708,1.062,6.646,1.076,22.74,16.852,3.0,2.0,0.0,0.0,125286508.60453121,813.5264068898553,9.68674800523494,0.0756250621518024
2008,chiapas,ixtacomitan,21.2,6.622,2196.2,3202.6,5231.6,9984.0,9810.6,167.2,9984.0,28.8,7.58,4.69,4.546,2139.4,2137.0,1654.8,179.8,1911.0,1903.4,1979.0,441.4,102.0,43.0,0.985,20.715,23.437,4.081,1.572,2.509,-0.213,23.437,20.87,6.0,3.0,0.0,0.0,125286508.60453121,408.75400641025647,52.39983974358975,0.07968934653223236
2013,chiapas,ixtacomitan,22.9,7.415264622831787,2362.2,3080.8,7780.1,10411.5,10209.6,195.6,10411.5,27.8927871544567,8.529726302344677,4.423760861352473,4.42166792027078,2362.2,2361.9,2012.3,247.9,2199.6,2183.1,2229.7,700.4,121.0,51.0,1.419,28.661,42.942,16.93,2.267,14.663,0.452,42.942,28.717,7.0,3.0,0.0,0.0,125286508.60453121,1626.0865389233059,74.72602410795754,0.08310152558296648
2018,chiapas,ixtacomitan,24.4,8.157372327551432,2574.2,3043.8,7293.6,10804.0,10560.6,241.6,10804.0,25.7140990785512,9.579270139585807,4.213362296939928,4.20778112072208,2574.2,2573.4,2392.8,279.4,2480.6,2446.6,2494.2,929.4,121.0,97.0,4.113,70.607,108.477,40.084,2.144,37.94,0.371,108.477,70.691,9.0,6.0,0.0,1.0,125286508.60453121,3710.107367641614,67.50833024805628,0.08623434494533638
2024,chiapas,ixtacomitan,26.2,9.047901573215006,2828.6,2999.4,6709.8,11275.0,10981.8,296.79999999999995,11275.0,23.0996733874646,10.838722744275163,3.9608840196448742,3.9511169612636405,2828.6,2827.2,2849.3999999999996,317.2,2817.8,2762.8,2811.6,1204.1999999999998,121.0,152.2,7.3458000000000006,120.94219999999999,187.119,67.86880000000001,1.9964000000000004,65.8724,0.2738,187.119,121.0598,11.4,9.6,0.0,2.2,125286508.60453121,6019.40576496674,59.51042128603105,0.08999372818018028
2003,chiapas,ixtapa,18.6,5.04,4145.2,5472.6,1764.4,20079.2,19901.6,164.2,20436.2,30.5,5.779999999999999,5.34,4.846,3838.8,3771.0,3299.6,64.0,2756.6,3618.0,3082.4,275.4,118.0,38.0,0.636,44.353,49.064,6.172,0.906,5.266,0.914,49.064,44.441,8.0,8.0,0.0,0.0,279802748.5647236,302.0130944108983,8.633699024280443,0.07303788152485831
2008,chiapas,ixtapa,19.6,5.724,4742.2,6332.2,9322.0,23160.4,22928.2,213.0,23392.2,30.82,6.22,5.0840000000000005,4.88,4624.4,4580.2,4152.4,208.39999999999998,3994.8,4433.4,4126.6,681.8,194.0,77.0,1.816,55.742,67.868,14.535,1.877,12.658,0.652,67.872,56.465,14.0,10.0,0.0,0.0,279802748.5647236,621.3609664760048,39.85089046776275,0.08360246680918128
2013,chiapas,ixtapa,20.9,6.285729403884796,5325.3,6784.4,17019.0,25855.0,25573.5,268.9,25861.6,30.06649781026932,6.6445598124073255,4.86813667425968,4.868184884852417,5326.0,5325.3,4985.7,298.8,4914.3,5186.1,4968.4,1070.2,203.0,60.0,1.734,73.446,82.211,11.141,2.352,8.789,0.079,82.211,73.594,14.0,10.0,0.0,0.0,279802748.5647236,430.7931450490303,65.80799331827885,0.09242796982038126
2018,chiapas,ixtapa,22.4,6.86194507702612,5925.8,6943.4,21254.0,28090.0,27771.0,315.4,28102.6,28.67732749405152,7.218826166419536,4.74836446469248,4.748493026273112,5926.0,5925.8,5705.2,326.8,5584.8,5834.6,5617.4,1352.2,326.0,125.0,4.619,123.625,158.819,41.866,5.765,36.101,1.159,158.819,123.791,20.0,15.0,0.0,0.0,279802748.5647236,1489.7553962978516,75.63001288137042,0.10043718349499824
2024,chiapas,ixtapa,24.2,7.55340388479571,6646.4,7134.2,26336.0,30772.0,30408.0,371.20000000000005,30791.8,27.01032311459016,7.907945791234187,4.6046378132118395,4.6048627959779465,6646.0,6646.4,6568.6,360.4,6389.4,6612.799999999999,6396.200000000001,1690.6,473.6,203.0,8.081,183.8398,250.74859999999995,78.736,9.8606,68.8754,2.4550000000000005,250.74859999999995,184.0274,27.2,21.0,0.0,0.0,279802748.5647236,2557.044407926786,85.52926428464721,0.1100482399045386
2003,chiapas,jiquipilas,23.8,5.62,8657.2,9642.8,5219.2,35348.8,34697.6,632.2,35473.4,25.96,10.16,4.22,4.088,8426.0,8405.4,6049.6,188.8,6922.6,7851.6,7133.4,1774.0,205.0,61.0,1.194,61.84,74.837,15.36,1.482,13.878,1.0,74.837,61.981,15.0,11.0,0.0,0.0,1306276096.80149,433.00050178443564,14.712996216883637,0.027156127320142463
