Año Censal,Entidad,Municipio,Edad mediana,Grado promedio de escolaridad de la población de 15 y más años,Hogares censales,Población de 5 años y más que asiste a la escuela,Población derechohabiente a servicios de salud,Población en hogares censales,Población en hogares familiares,Población en hogares no familiares,Población total,Porcentaje de población de 15 a 29 años,Porcentaje de población de 60 y más años,Promedio de ocupantes en viviendas particulares habitadas,Tamaño promedio de los hogares censales,Total de viviendas particulares habitadas,Viviendas particulares habitadas,Viviendas particulares habitadas que disponen de agua de la red pública en el ámbito de la vivienda,Viviendas particulares habitadas que disponen de computadora,Viviendas particulares habitadas que disponen de drenaje,Viviendas particulares habitadas que disponen de energía eléctrica,Viviendas particulares habitadas que disponen de excusado o sanitario,Viviendas particulares habitadas que disponen de lavadora,UE Unidades económicas,H010A Personal remunerado total,J000A Total de remuneraciones (millones de pesos),K000A Total de gastos por consumo de bienes y servicios (millones de pesos),M000A Total de ingresos por suministro de bienes y servicios (millones de pesos),A111A Producción bruta total (millones de pesos),A121A Consumo intermedio (millones de pesos),A131A Valor agregado censal bruto (millones de pesos),A211A Inversión total (millones de pesos),A800A Total de ingresos (millones de pesos),A700A Total de gastos (millones de pesos),UE Sector 62 Servicios de salud y de asistencia social,UE Subsector 621 Servicios médicos de consulta externa y servicios relacionados,UE Subsector 622 Hospitales,UE Subsector 623 Residencias de asistencia social y para el cuidado de la salud,total_area,Prod_Bruta_Per_Capita,%_Pob_Derechohabiente,Densidad_Poblacional
2003,aguascalientes,aguascalientes,23.2,9.06,163227.6,204878.6,471755.4,680701.6,668204.4,11889.6,691193.4,27.740000000000002,6.58,4.32,4.18,159983.0,157954.6,154192.8,41287.8,154409.6,156006.0,154792.4,132843.6,11921.0,20043.0,928.782,15737.221,18402.716,4624.889,1654.141,2970.748,328.883,18482.622,15887.813,1209.0,1084.0,21.0,8.0,1166359247.6051147,6691.164875127569,68.25230102023544,0.5926076390436543
2008,aguascalientes,aguascalientes,24.6,9.606,190221.8,224559.4,574924.8,758534.0,740727.2,17287.0,767423.2,27.16,7.38,4.0440000000000005,3.996,190111.8,188387.0,184549.0,70146.8,185586.6,187048.2,186066.0,160670.2,13369.0,18581.0,1013.259,24128.092,27500.272,5995.763,2544.22,3451.543,374.148,27679.637,24405.56,1726.0,1446.0,23.0,12.0,1166359247.6051147,7812.8508494400485,74.91626523670382,0.657964689331996
2013,aguascalientes,aguascalientes,25.9,10.11820190399511,220783.1,238060.5,662516.3,837610.5,811816.5,25287.6,842604.0,26.96557612630478,8.64888977022455,3.821460759151696,3.821249218451296,221474.7,218065.4,217830.1,98180.1,218684.5,219858.0,219310.1,189717.8,14405.0,19216.0,1174.063,30446.953,35783.319,8466.542,3304.429,5162.113,417.154,36037.094,30852.028,2120.0,1791.0,18.0,26.0,1166359247.6051147,10048.067656930181,78.62724363995424,0.7224223597747594
2018,aguascalientes,aguascalientes,27.4,10.63187174398696,253636.6,249533.0,742406.8,914678.0,879284.0,34578.6,918594.0,26.57486967014608,10.230372720598801,3.623895357737856,3.623331249203456,253834.2,246389.4,251688.6,125853.6,252047.0,252663.0,252503.6,221485.8,15339.0,25051.0,1945.528,46296.771,58949.608,18238.493,5379.096,12859.397,841.352,59412.051,47067.235,2464.0,2170.0,26.0,33.0,1166359247.6051147,19854.7922150591,80.81990520295147,0.7875738130307185
2024,aguascalientes,aguascalientes,29.2,11.24827555197718,293060.8,263300.0,838275.4,1007159.0,960245.0,45727.8,1009782.0,26.10602192275564,12.128152261047902,3.386816876041248,3.385829686106048,292665.6,280378.2,292318.8,159061.8,292082.0,292029.0,292335.8,259607.40000000002,16459.8,32053.0,2871.286,65316.5526,86749.15479999999,29964.834199999998,7868.696399999999,22096.137800000004,1350.3896,87461.9994,66525.4834,2876.8,2624.8,35.6,41.4,1166359247.6051147,29674.557676805485,83.01548254969885,0.865755556937869
2003,aguascalientes,asientos,19.2,6.42,8324.8,11360.6,23247.0,39240.6,38817.8,411.8,39433.4,27.32,7.4399999999999995,4.92,4.73,8027.2,7994.8,7459.0,348.0,6726.4,7628.2,6696.2,5400.6,225.0,82.0,2.991,43.02,57.921,18.273,2.97,15.303,1.294,57.921,43.182,9.0,6.0,0.0,1.0,543374266.4749641,463.38890382264776,58.95256305568376,0.07257134250360546
2008,aguascalientes,asientos,20.6,7.03,9537.8,12603.2,35779.8,43392.6,42808.0,567.0,43514.0,27.5,7.78,4.644,4.5520000000000005,9399.4,9383.4,9003.2,961.5999999999999,8404.8,9097.6,8418.0,6782.4,280.0,217.0,8.804,136.715,146.837,20.909,9.802,11.107,4.395,146.847,138.49,7.0,6.0,0.0,1.0,543374266.4749641,480.5120191202831,82.22595026887899,0.08008108349018567
2013,aguascalientes,asientos,21.9,7.635826587132509,10767.5,13399.2,40585.1,47238.3,46448.2,769.0,47305.2,27.40945026787795,8.265266713254135,4.409816003833255,4.409239036836229,10770.3,10763.9,10469.2,1729.8,9992.9,10539.8,10008.1,8206.0,319.0,193.0,7.325,137.267,165.255,40.416,9.707,30.709,3.079,165.377,137.494,12.0,10.0,0.0,1.0,543374266.4749641,854.3669617716446,85.79416216399042,0.08705822656432254
2018,aguascalientes,asientos,23.4,8.278870899020024,12035.0,13861.2,42968.6,50263.8,49245.2,999.0,50327.2,26.9252007143412,8.874044568677695,4.19284267688868,4.191304098229944,12035.8,12025.4,11841.2,2512.8,11474.4,11882.8,11461.6,9706.0,382.0,227.0,15.889,370.483,434.707,99.209,33.213,65.996,4.494,434.893,375.211,20.0,17.0,0.0,1.0,543374266.4749641,1971.279944046162,85.3784832059006,0.0926197707640592
2024,aguascalientes,asientos,25.2,9.050524073285041,13556.0,14415.6,45828.8,53894.4,52601.6,1275.0,53953.6,26.3441012500971,9.604577995185966,3.9324746845551903,3.9297821719024015,13554.4,13539.2,13487.599999999999,3452.4,13252.2,13494.400000000001,13205.8,11506.0,457.6,267.8,26.1658,650.3422,758.0494,169.7606,61.4202,108.34039999999999,6.191999999999999,758.3121999999998,660.4714000000001,29.6,25.4,0.0,1.0,543374266.4749641,3146.418403961923,84.9411346045491,0.0992936238037432
2003,aguascalientes,cosio,19.6,6.8999999999999995,2818.0,3903.2,7902.2,13224.4,13101.8,116.8,13259.8,26.6,7.2,4.86,4.699999999999999,2722.4,2713.8,2604.2,192.39999999999998,2526.4,2653.6,2444.2,1735.4,110.0,24.0,0.639,47.071,53.243,9.89,2.724,7.166,1.496,53.287,47.122,1.0,0.0,0.0,0.0,128383544.48873419,745.8634368542513,59.595167347923805,0.1032827069294972
2008,aguascalientes,cosio,21.2,7.538,3266.2,4433.6,11685.4,14484.8,14309.2,173.6,14500.0,26.56,7.7,4.484,4.444,3241.0,3237.0,3171.4,414.6,3090.0,3168.4,3009.4,2178.8,130.0,42.0,1.394,30.319,35.639,8.207,2.761,5.446,0.265,35.641,30.5,4.0,4.0,0.0,0.0,128383544.48873419,566.0000000000001,80.58896551724138,0.11294282345719464
2013,aguascalientes,cosio,22.9,8.205980920885272,3606.6,4643.2,13402.2,15624.3,15397.9,226.4,15629.4,27.164705882352948,8.376470588235296,4.333395573645383,4.333173990347981,3608.0,3605.4,3539.5,656.4,3501.8,3542.0,3436.9,2590.5,156.0,46.0,1.657,51.518,62.663,19.104,7.477,11.627,0.798,62.775,51.606,10.0,7.0,0.0,0.0,128383544.48873419,1222.3117969979653,85.7499328189182,0.12173990103047434
2018,aguascalientes,cosio,24.4,8.832615789027392,3842.6,4675.2,14294.2,16604.8,16334.4,270.4,16608.4,27.105882352941197,9.17058823529412,4.322388196387688,4.3217973075946166,3843.0,3839.4,3797.0,905.4,3774.8,3802.0,3733.4,3028.0,163.0,122.0,7.183,201.045,257.221,84.195,30.362,53.833,1.062,260.451,203.792,10.0,8.0,0.0,0.0,128383544.48873419,5069.422701765371,86.06608704029286,0.1293654889038946
2024,aguascalientes,cosio,26.2,9.584577630797936,4125.8,4713.6,15364.6,17781.4,17458.2,323.20000000000005,17783.2,27.035294117647098,10.12352941176471,4.309179343678454,4.308145288290579,4125.0,4120.2,4106.0,1204.1999999999998,4102.4,4114.0,4089.2,3553.0,171.4,213.2,13.8142,380.4774,490.6906,162.30419999999998,57.824,104.48019999999998,1.3788,497.6622,386.4152,10.0,9.2,0.0,0.0,128383544.48873419,9126.827567591883,86.39952314544064,0.13851619435199888
2003,aguascalientes,el llano,19.2,6.24,3370.2,4943.6,9596.0,16026.0,15869.2,151.8,16399.8,26.3,7.3,4.82,4.7620000000000005,3333.6,3320.2,3150.4,136.8,2710.2,3122.0,2700.2,2050.0,111.0,82.0,3.331,61.086,69.642,12.58,3.593,8.987,0.713,69.642,61.116,3.0,2.0,0.0,0.0,504050988.80376756,767.0825253966512,58.51290869400847,0.032535994104327844
2008,aguascalientes,el llano,21.2,6.934,3928.8,5385.4,14132.8,17781.6,17540.8,233.2,18142.8,26.72,7.68,4.55,4.53,3915.6,3908.0,3721.0,369.6,3458.4,3749.6,3453.2,2647.6,124.0,97.0,4.074,93.144,104.999,19.21,7.115,12.095,2.392,105.001,94.405,5.0,4.0,0.0,0.0,504050988.80376756,1058.8222325109687,77.8975681813171,0.03599397759948287
2013,aguascalientes,el llano,23.2,7.6509222658672735,4470.8,5460.5,15743.2,19059.3,18701.8,351.9,19435.5,27.09147132169576,8.32015729906004,4.288905529953916,4.288685220729367,4473.6,4446.8,4302.4,646.4,4130.5,4339.3,4137.2,3231.5,138.0,98.0,3.759,47.411,54.521,13.722,5.607,8.115,1.17,54.525,47.436,6.0,3.0,0.0,0.0,504050988.80376756,706.0276298525894,81.00228962465592,0.038558599093566
2018,aguascalientes,el llano,25.2,8.252459375646064,4998.8,5473.0,16135.2,20004.8,19504.8,498.4,20448.0,26.57725685785536,9.187086130826776,4.020414746543776,4.0198272552783125,4999.6,4934.8,4881.4,930.4,4758.0,4904.8,4779.2,3894.0,165.0,167.0,9.336,181.412,225.153,55.259,11.232,44.027,-0.511,225.228,182.194,7.0,4.0,0.0,0.0,504050988.80376756,2702.4158841940534,78.90845070422536,0.04056732444574298
2024,aguascalientes,el llano,27.6,8.97430390738061,5632.4,5488.0,16605.6,21139.4,20468.4,674.2,21663.0,25.96019950124688,10.227400728946858,3.698225806451608,3.6971976967370463,5630.8,5520.4,5576.2,1271.1999999999998,5511.0,5583.4,5549.6,4689.0,197.4,249.8,16.028399999999998,342.21320000000003,429.91140000000007,105.1034,17.982,87.1214,-2.5282,430.0716,343.9035999999999,8.2,5.2,0.0,0.0,504050988.80376756,4851.747218760098,76.65420301897244,0.042977794868355346
2003,aguascalientes,jesus maria,19.2,7.26,15966.4,21600.4,46812.8,74403.0,73559.4,823.4,75212.6,27.8,4.92,4.9,4.694,15585.4,15405.8,14750.4,2068.8,14751.0,15033.0,14804.0,12038.6,964.0,405.0,14.728,417.793,530.028,168.804,22.13,146.674,6.925,530.714,418.503,42.0,30.0,0.0,0.0,499895091.64192283,2244.3579932085845,62.240635212717024,0.15045676834505736
2008,aguascalientes,jesus maria,21.2,8.24,20884.4,27242.6,68432.8,92113.4,90638.4,1451.8,92803.2,26.76,5.3,4.49,4.422,20841.0,20672.8,20004.4,5309.8,20193.0,20347.2,20191.8,16770.6,1170.0,874.0,38.636,934.916,1092.864,232.246,72.701,159.545,22.867,1093.199,944.057,78.0,49.0,0.0,1.0,499895091.64192283,2502.564566739078,73.7396986310817,0.1856453514980206
2013,aguascalientes,jesus maria,23.2,9.08468384382806,25928.4,31553.4,84533.2,108405.7,106013.3,2334.3,108691.7,26.59626935819402,6.11866476616072,4.21845572940219,4.217939122056963,26006.1,25644.3,25347.3,9493.4,25507.2,25641.7,25537.4,21701.5,1438.0,1396.0,78.709,2216.095,2563.161,524.917,157.578,367.339,-165.939,2565.088,2230.343,100.0,62.0,1.0,0.0,499895091.64192283,4829.411997420227,77.77337183980009,0.21742902024302405
2018,aguascalientes,jesus maria,25.2,9.89249025020816,31132.4,35297.4,97315.2,123730.2,120258.8,3359.8,123861.2,26.59005162185072,7.14977270976192,3.9992152784058397,3.997837658818568,31154.6,30374.8,30702.8,13917.4,30764.2,30881.2,30851.4,27049.0,1617.0,2384.0,159.276,3982.524,4956.053,1321.656,317.112,1004.544,66.391,4988.554,4033.249,120.0,83.0,1.0,2.0,499895091.64192283,10670.460160243887,78.567945409862,0.24777438720827116
2024,aguascalientes,jesus maria,27.6,10.861857937864281,37377.2,39790.2,112653.6,142119.6,137353.4,4590.4,142064.6,26.58259033823876,8.38710224208336,3.73612673721022,3.7337159029324942,37332.8,36051.4,37129.399999999994,19226.199999999997,37072.600000000006,37168.600000000006,37228.2,33466.0,1831.8,3569.6,255.95640000000003,6102.238799999999,7827.5234,2277.7428,508.55280000000005,1769.1899999999998,345.1869999999999,7896.7132,6196.736199999999,144.0,108.2,1.0,4.4,499895091.64192283,16033.148300139514,79.29744637298806,0.28418882756656777
2003,aguascalientes,pabellon de arteaga,19.6,7.76,7907.8,11305.6,23228.0,36814.2,36365.8,424.0,37065.6,27.86,6.56,4.86,4.674,7680.8,7639.4,7383.0,976.5999999999999,7300.6,7495.0,7308.6,5905.4,582.0,292.0,9.475,209.298,262.783,72.023,14.713,57.31,5.249,263.076,210.059,27.0,25.0,0.0,0.0,195735946.44028547,1943.1224639557975,62.667271000604345,0.1893653193196573
2008,aguascalientes,pabellon de arteaga,21.2,8.366,9047.6,12500.4,31092.4,40498.8,39939.6,554.4,40682.0,27.94,7.02,4.55,4.482,8986.2,8953.2,8574.6,1913.0,8705.8,8834.0,8737.2,7225.2,626.0,364.0,15.832,305.382,360.574,82.409,26.888,55.521,2.966,360.645,307.211,44.0,35.0,0.0,1.0,195735946.44028547,2025.687036035593,76.42790423283024,0.20784123069806773
2013,aguascalientes,pabellon de arteaga,22.9,8.9573341825266,10011.2,12974.6,35295.3,43493.8,42754.9,721.9,43597.2,27.83039321122499,7.933685094942025,4.360970279720281,4.360408519553074,10025.9,9949.7,9650.5,2941.8,9821.7,9901.5,9844.3,8315.8,680.0,384.0,18.703,655.858,831.271,248.822,41.608,207.214,33.103,832.887,752.436,53.0,39.0,0.0,1.0,195735946.44028547,5707.293128916536,80.95772205554486,0.22273476483431978
2018,aguascalientes,pabellon de arteaga,24.4,9.536224486737598,11043.2,13235.6,37750.8,46396.8,45426.4,938.4,46489.2,27.381048563266642,8.989826919845399,4.212587412587416,4.211089385474864,11047.4,10879.2,10833.0,4009.8,10896.2,10944.0,10904.8,9488.8,762.0,721.0,48.321,1160.315,1423.718,373.905,95.352,278.553,37.15,1437.05,1172.575,79.0,58.0,1.0,4.0,195735946.44028547,8042.835755401255,81.20337626803645,0.237509771942594
2024,aguascalientes,pabellon de arteaga,26.2,10.230892851790799,12281.6,13548.8,40697.4,49880.4,48632.2,1198.1999999999998,49959.6,26.84183498571662,10.257197109729448,4.034527972027977,4.031906424581012,12273.2,11994.6,12252.0,5291.4,12185.6,12195.0,12177.4,10896.4,860.4,1125.4,83.8626,1765.6634000000001,2134.6544000000004,524.0046,159.84480000000002,364.1598,42.0064,2162.0456,1676.7418,110.2,80.8,2.2,7.6,195735946.44028547,10488.56676194365,81.46062018110634,0.2552397804725231
2003,aguascalientes,rincon de romos,19.2,7.62,9158.2,13732.8,25665.6,43551.0,43089.2,452.6,43944.6,27.72,6.72,5.0,4.764,8849.2,8775.4,8314.2,1084.2,8199.2,8557.6,8138.0,6165.6,741.0,334.0,11.405,261.254,326.228,86.191,16.573,69.618,8.796,326.25,261.757,43.0,34.0,2.0,0.0,372295163.00897175,1961.3558890057027,58.40444559741128,0.11803698883657267
2008,aguascalientes,rincon de romos,21.2,8.266,10533.6,14909.6,36016.2,47422.8,46821.4,585.4,47682.0,27.740000000000002,7.18,4.577999999999999,4.506,10445.2,10400.0,9975.6,2045.2,9981.6,10253.8,9911.4,7722.8,828.0,396.0,13.953,502.749,559.474,96.608,42.388,54.22,2.035,559.994,503.981,47.0,40.0,1.0,0.0,372295163.00897175,2026.0895096682186,75.53416383540959,0.1280757977477428
2013,aguascalientes,rincon de romos,22.9,8.838267112868879,11826.2,15556.4,41323.6,51536.7,50674.5,800.2,51619.9,27.83861278142918,7.870453083484827,4.36759778597786,4.366893015030946,11831.8,11810.3,11443.2,3018.0,11474.3,11689.5,11437.2,9133.6,872.0,454.0,22.694,838.192,1019.541,238.201,49.212,188.989,-88.207,1022.944,842.89,67.0,49.0,2.0,0.0,372295163.00897175,4614.51881929256,80.05362273076855,0.1386531578406675
2018,aguascalientes,rincon de romos,24.4,9.385378967650345,13073.2,15930.4,44524.6,55631.2,54397.0,1102.2,55726.4,27.40296741714448,8.821208222626208,4.26359409594096,4.261714706749192,13074.8,13030.8,12815.2,4048.0,12784.8,12927.0,12774.2,10619.6,942.0,700.0,41.146,1260.581,1637.608,457.983,80.749,377.234,15.577,1681.901,1283.274,60.0,45.0,2.0,0.0,372295163.00897175,8218.420712624536,79.89857589939417,0.14968338441361131
2024,aguascalientes,rincon de romos,26.2,10.041913193388103,14569.6,16379.2,48365.8,60544.6,58864.0,1464.6,60654.2,26.88019298000284,9.962114389595863,4.13878966789668,4.135500736811086,14566.4,14495.4,14461.599999999999,5284.0,14357.400000000001,14412.0,14378.599999999999,12402.8,1026.0,995.2,63.28840000000001,1767.4477999999997,2379.2884,721.7214,118.59339999999999,603.1279999999999,140.1178,2472.6494000000002,1811.7347999999997,51.6,40.2,2.0,0.0,372295163.00897175,11898.951762614955,79.74023233345754,0.16291965630114383
2003,aguascalientes,san francisco de los romo,19.2,6.859999999999999,5594.0,7194.8,16265.400000000001,25084.6,24767.0,309.6,25325.6,27.14,5.6000000000000005,4.720000000000001,4.55,5430.4,5371.8,5236.2,477.4,5208.0,5308.0,5187.0,4260.8,261.0,530.0,25.984,409.181,519.098,137.975,25.629,112.346,4.662,519.768,413.193,12.0,10.0,0.0,0.0,137770176.26643538,5448.0446662665445,64.2251318823641,0.1838249807492626
2008,aguascalientes,san francisco de los romo,20.6,7.636,7706.8,9518.0,25668.6,32786.8,32276.0,502.4,32994.2,27.1,5.46,4.298,4.2620000000000005,7677.4,7620.8,7451.8,1192.8,7511.2,7555.8,7487.2,6119.2,334.0,341.0,18.122,517.609,636.584,150.295,29.567,120.728,4.106,637.793,520.53,22.0,19.0,0.0,0.0,137770176.26643538,4555.194549345037,77.79730983021258,0.23948724531056795
2013,aguascalientes,san francisco de los romo,21.9,8.264478969379416,10822.7,12420.0,35653.0,43552.2,42538.1,973.9000000000001,43637.4,27.10676843755555,5.589748832247742,4.096235186316433,4.095789772380546,10850.0,10764.8,10664.1,2562.5,10720.8,10733.8,10712.4,8733.9,347.0,334.0,15.898,718.525,792.514,145.181,49.703,95.478,29.851,795.014,719.307,25.0,21.0,0.0,0.0,137770176.26643538,3326.9855674261066,81.70285122395009,0.3167405398074625
2018,aguascalientes,san francisco de los romo,23.4,8.938610585011777,14797.2,15870.0,46763.0,56719.2,54971.6,1650.4,56751.4,27.1180491668148,5.739330219327313,3.8732938301771522,3.872106059681456,14805.0,14642.8,14652.6,4310.0,14688.8,14681.8,14696.4,12070.4,498.0,1251.0,143.963,1214.355,1506.387,471.025,162.365,308.66,30.658,1506.795,1230.645,38.0,26.0,1.0,2.0,137770176.26643538,8299.795247341915,82.39972934588397,0.4119280495819922
2024,aguascalientes,san francisco de los romo,25.2,9.747568523770608,19566.6,20010.0,60095.0,72519.6,69891.79999999999,2462.2000000000003,72488.20000000001,27.1315860419259,5.918827883822797,3.605764202810016,3.6036856044425476,19551.0,19296.4,19438.800000000003,6407.0,19450.4,19419.4,19477.199999999997,16074.199999999999,679.2,2351.4,297.641,1809.351,2363.0346,862.0378,297.55940000000004,564.4784,31.626400000000004,2360.9322,1844.2505999999998,53.6,32.0,2.2,4.4,137770176.26643538,11892.112095485883,82.90314837449404,0.5261530613114279
2003,aguascalientes,san jose de gracia,19.2,7.06,1603.2,2317.0,4562.6,7438.6,7318.0,109.6,7476.2,25.48,8.84,4.82,4.646,1568.2,1558.8,1472.0,95.19999999999999,1221.2,1484.6,1186.2,893.2,96.0,5.0,0.128,10.286,12.36,3.272,1.021,2.251,0.311,12.361,10.287,3.0,1.0,0.0,0.0,857790574.266371,437.65549343249245,61.02832990021669,0.008715647180425189
2008,aguascalientes,san jose de gracia,20.6,7.702,1799.2,2491.0,7023.0,8080.0,7941.2,129.2,8118.2,26.9,9.08,4.556,4.4959999999999996,1795.0,1783.2,1685.6,214.6,1561.4,1732.0,1534.4,1187.8,113.0,49.0,1.45,54.373,63.267,12.373,3.016,9.357,0.475,63.57,54.639,2.0,1.0,0.0,0.0,857790574.266371,1524.106328989185,86.50932472715627,0.009464081610995928
2013,aguascalientes,san jose de gracia,22.2,8.351663085188026,2033.1,2537.5,7798.1,8744.2,8578.4,161.6,8775.7,27.535653266331657,9.30251256281406,4.325406223717409,4.32552792944141,2043.6,2031.9,1948.7,359.7,1888.0,1992.9,1871.3,1498.2,132.0,46.0,1.824,33.145,42.977,14.124,3.95,10.174,0.349,42.977,33.629,3.0,2.0,0.0,0.0,857790574.266371,1609.4442608566837,88.86014790842896,0.01023058572018637
2018,aguascalientes,san jose de gracia,24.2,8.987768227168072,2281.6,2535.0,8156.6,9321.2,9112.4,207.6,9330.2,26.92840871021776,9.80670016750416,4.101083263246424,4.10140781184376,2284.6,2278.4,2223.2,514.2,2193.0,2244.4,2186.8,1840.2,170.0,122.0,5.391,113.245,144.166,41.596,10.097,31.499,3.664,144.236,114.307,1.0,1.0,0.0,0.0,857790574.266371,4458.2109708259195,87.42149150071809,0.010877013900484617
2024,aguascalientes,san jose de gracia,26.6,9.751094397544126,2579.8,2532.0,8586.8,10013.6,9753.2,262.79999999999995,9995.6,26.19971524288108,10.41172529313228,3.831895710681242,3.8324636707265802,2573.8,2574.2,2552.6,699.5999999999999,2559.0,2546.2,2565.4,2250.6000000000004,215.6,213.2,9.6714,209.365,265.5928,74.56239999999998,17.473399999999998,57.089,7.642,265.74679999999995,211.1206,-1.4000000000000004,-0.20000000000000018,0.0,0.0,857790574.266371,7459.522189763494,85.9057985513626,0.011652727716842516
2003,aguascalientes,tepezala,19.2,6.46,3525.6,5133.2,9980.6,16960.0,16804.0,155.2,17026.4,27.099999999999998,7.68,4.96,4.82,3435.6,3420.2,3270.4,173.39999999999998,3036.8,3312.8,2993.0,2339.8,138.0,16.0,0.521,20.226,28.258,9.178,0.963,8.215,0.423,28.258,20.327,4.0,3.0,0.0,0.0,229661012.27626804,539.0452473805384,58.61838086735892,0.07413709375938086
2008,aguascalientes,tepezala,20.6,7.018000000000001,4140.4,5648.4,15209.6,18719.2,18498.2,218.6,18749.6,27.3,8.3,4.572,4.532,4114.0,4107.2,3986.6,402.0,3863.2,4022.2,3814.0,2950.6,170.0,49.0,1.821,51.806,62.065,12.724,2.234,10.49,1.068,62.88,51.928,5.0,3.0,0.0,0.0,229661012.27626804,678.6278107266289,81.11959721807399,0.08164032638437292
2013,aguascalientes,tepezala,22.2,7.628712283859356,4738.8,5900.2,17347.4,20505.9,20186.8,300.1,20513.1,27.63929784672997,8.836184298515446,4.337450951413264,4.336770195499816,4738.8,4737.0,4632.2,703.7,4551.2,4662.0,4512.3,3596.4,178.0,33.0,1.151,73.149,85.53,19.074,6.017,13.057,0.941,85.534,73.185,6.0,4.0,0.0,0.0,229661012.27626804,929.8448308641796,84.56742276886479,0.08931903502769553
2018,aguascalientes,tepezala,24.2,8.29323275695828,5226.8,5977.2,18576.4,21902.4,21469.8,388.6,21921.6,27.53812759127992,9.396491462707855,4.199869203768704,4.198053854666176,5226.8,5222.0,5134.2,1043.2,5083.2,5157.0,5052.8,4275.4,239.0,173.0,11.311,379.704,531.699,175.655,36.218,139.437,-8.727,537.3,387.27,13.0,10.0,0.0,0.0,229661012.27626804,8012.873147945406,84.7401649514634,0.09545198718200226
2024,aguascalientes,tepezala,26.6,9.09065732467699,5812.4,6069.6,20051.2,23578.2,23009.4,494.79999999999995,23611.8,27.41672328473986,10.068860059738748,4.034771106595232,4.031594245665808,5812.4,5804.0,5736.6,1450.6000000000001,5721.6,5751.0,5701.4,5090.200000000001,312.2,341.0,23.503,747.57,1067.1018000000001,363.55219999999997,72.4592,291.0930000000001,-20.328600000000005,1079.4191999999998,764.172,21.4,17.2,0.0,0.0,229661012.27626804,15397.05570943342,84.92025173853752,0.10281152976717033
2003,baja california,ensenada,23.6,8.32,98409.8,105879.6,224112.4,369266.6,356471.8,12489.4,396380.6,28.26,6.68,3.8200000000000003,3.7680000000000002,103179.4,96398.6,86332.0,21233.8,74863.0,91532.6,93090.6,71122.0,4845.0,8497.0,431.208,6870.232,8460.646,2218.56,565.631,1652.929,99.758,8478.114,6931.258,538.0,463.0,9.0,8.0,13661929677.476158,5597.044860419506,56.539699470660274,0.02901351488095388
2008,baja california,ensenada,24.6,8.798,119992.2,123425.0,308222.6,431757.2,413706.8,17621.2,445480.8,28.04,7.42,3.616,3.6,121916.0,119028.2,105572.0,41368.8,96558.2,113581.8,114955.8,89685.2,5815.0,8909.0,525.11,10616.081,12193.815,2907.366,1263.607,1643.759,334.331,12223.457,10720.012,827.0,658.0,10.0,18.0,13661929677.476158,6526.355344607445,69.18875067118493,0.03260745813488158
2013,baja california,ensenada,26.5,9.35312253673793,132020.5,124619.5,354033.2,453196.3,430619.1,22150.3,459911.9,27.17195631875938,9.00730199326106,3.439098474700772,3.437209152663569,132645.6,130034.2,119124.3,56150.7,113280.2,126854.0,128449.4,101456.7,6714.0,7475.0,507.445,14070.968,16224.47,3785.119,1591.773,2193.346,205.578,16303.582,14225.702,968.0,759.0,6.0,29.0,13661929677.476158,8230.095807479649,76.97848218321813,0.03366375840436635
2018,baja california,ensenada,29.0,10.05832676463448,137613.0,115607.0,361110.2,444216.8,417257.6,26620.8,448408.4,25.79188351669168,11.18613864869616,3.2375959325353922,3.232557740436184,137791.6,132316.2,128744.8,65285.2,126162.2,133609.0,135093.4,108721.2,7030.0,11494.0,896.46,24257.875,32420.82,11217.134,2983.223,8233.911,294.115,33041.74,25032.832,1058.0,845.0,12.0,42.0,13661929677.476158,25015.44128076102,80.53154222802249,0.03282174704348478
2024,baja california,ensenada,32.0,10.90457183811034,144324.0,104792.0,369602.6,433441.4,401223.8,31985.4,434604.2,24.135796154210443,13.800742635218281,2.995792881936936,2.986976045763322,143966.8,135054.6,140289.4,76246.6,141620.6,141715.0,143066.2,117438.6,7409.2,16316.8,1363.278,36482.1634,51856.44,20135.551999999996,4652.963,15482.589,400.3594,53127.529599999994,38001.388,1166.0,948.2,19.2,57.6,13661929677.476158,46330.78097266431,85.04349474763474,0.0318113334104269
2003,baja california,mexicali,24.6,8.92,204150.4,217817.8,500912.2,768390.4,744455.0,22244.4,819418.0,27.88,7.2,3.8200000000000003,3.778,213823.4,201111.4,191826.0,49377.8,172800.0,197450.4,196366.4,171717.2,7550.0,19028.0,1044.936,16049.871,19688.758,5271.912,1517.891,3754.021,188.705,19752.483,16178.199,931.0,844.0,17.0,8.0,10101972020.460733,6433.727352828471,61.130241219987845,0.08111465744909356
2008,baja california,mexicali,26.2,9.427999999999999,243304.4,245314.4,633232.6,868779.8,835113.8,31723.6,904480.4,26.78,7.76,3.592,3.58,251228.8,241982.4,233486.4,95587.6,219963.4,238108.2,237185.6,209287.4,8459.0,15980.0,1048.091,25557.417,28443.744,6425.979,3478.71,2947.269,524.674,28582.396,25921.908,1650.0,1377.0,23.0,14.0,10101972020.460733,7104.608347510903,70.01064920809782,0.08953503317649737
