entidad,municipio,num_units,num_units_municipio,Año Censal
puebla,coyomeapan,20,4.0,2024
puebla,coyotepec,3,,2024
puebla,cuapiaxtla de madero,35,7.0,2024
puebla,cuautempan,29,7.0,2024
puebla,cuautinchan,10,1.0,2024
puebla,cuautlancingo,408,54.0,2024
puebla,cuayuca de andrade,8,1.0,2024
puebla,cuetzalan del progreso,132,19.0,2024
puebla,cuyoaco,34,3.0,2024
puebla,domingo arenas,31,5.0,2024
puebla,eloxochitlan,17,1.0,2024
puebla,epatlan,17,3.0,2024
puebla,esperanza,88,9.0,2024
puebla,francisco z. mena,49,6.0,2024
puebla,general felipe angeles,105,9.0,2024
puebla,guadalupe,15,3.0,2024
puebla,guadalupe victoria,136,17.0,2024
puebla,hermenegildo galeana,18,3.0,2024
puebla,honey,19,6.0,2024
puebla,huaquechula,58,14.0,2024
puebla,huatlatlauca,5,1.0,2024
puebla,huauchinango,549,48.0,2024
puebla,huehuetla,47,11.0,2024
puebla,huehuetlan el chico,68,8.0,2024
puebla,huehuetlan el grande,28,4.0,2024
puebla,huejotzingo,446,51.0,2024
puebla,hueyapan,49,5.0,2024
puebla,hueytamalco,92,11.0,2024
puebla,hueytlalpan,15,4.0,2024
puebla,huitzilan de serdan,22,4.0,2024
puebla,huitziltepec,21,2.0,2024
puebla,ixcamilpa de guerrero,7,2.0,2024
puebla,ixcaquixtla,52,5.0,2024
puebla,ixtacamaxtitlan,8,2.0,2024
puebla,ixtepec,31,7.0,2024
puebla,izucar de matamoros,512,55.0,2024
puebla,jalpan,1,,2024
puebla,jolalpan,43,3.0,2024
puebla,jonotla,9,3.0,2024
puebla,jopala,56,10.0,2024
puebla,juan c. bonilla,61,8.0,2024
puebla,juan galindo,66,13.0,2024
puebla,juan n. mendez,11,1.0,2024
puebla,lafragua,3,,2024
puebla,libres,296,23.0,2024
puebla,los reyes de juarez,133,13.0,2024
puebla,mazapiltepec de juarez,7,,2024
puebla,mixtla,5,,2024
puebla,molcaxac,27,5.0,2024
puebla,naupan,9,2.0,2024
puebla,nauzontla,10,1.0,2024
puebla,nealtican,129,11.0,2024
puebla,nicolas bravo,13,2.0,2024
puebla,nopalucan,95,13.0,2024
puebla,ocotepec,7,1.0,2024
puebla,ocoyucan,138,13.0,2024
puebla,olintla,19,3.0,2024
puebla,oriental,76,8.0,2024
puebla,pahuatlan,59,8.0,2024
puebla,palmar de bravo,196,20.0,2024
puebla,pantepec,60,9.0,2024
puebla,petlalcingo,31,4.0,2024
puebla,piaxtla,17,5.0,2024
puebla,puebla,9913,874.0,2024
puebla,quecholac,232,32.0,2024
puebla,quimixtlan,35,4.0,2024
puebla,rafael lara grajales,232,19.0,2024
puebla,san andres cholula,600,102.0,2024
puebla,san antonio canada,1,,2024
puebla,san diego la mesa tochimiltzingo,2,,2024
puebla,san felipe teotlalcingo,26,7.0,2024
puebla,san felipe tepatlan,3,1.0,2024
puebla,san gabriel chilac,118,18.0,2024
puebla,san gregorio atzompa,39,7.0,2024
puebla,san jeronimo tecuanipan,7,1.0,2024
puebla,san jeronimo xayacatlan,6,,2024
puebla,san jose chiapa,23,3.0,2024
puebla,san jose miahuatlan,74,5.0,2024
puebla,san juan atenco,21,4.0,2024
puebla,san juan atzompa,6,1.0,2024
puebla,san martin texmelucan,1348,143.0,2024
puebla,san martin totoltepec,6,1.0,2024
puebla,san matias tlalancaleca,100,15.0,2024
puebla,san miguel ixitlan,1,,2024
puebla,san miguel xoxtla,85,11.0,2024
puebla,san nicolas buenos aires,50,5.0,2024
puebla,san nicolas de los ranchos,91,15.0,2024
puebla,san pablo anicano,9,1.0,2024
puebla,san pedro cholula,1013,94.0,2024
puebla,san pedro yeloixtlahuaca,9,3.0,2024
puebla,san salvador huixcolotla,195,18.0,2024
puebla,san salvador el seco,162,27.0,2024
puebla,san salvador el verde,176,29.0,2024
puebla,san sebastian tlacotepec,14,2.0,2024
puebla,santa catarina tlaltempan,2,1.0,2024
puebla,santa ines ahuatempan,28,2.0,2024
puebla,santa isabel cholula,3,,2024
puebla,santiago miahuatlan,83,7.0,2024
puebla,santo tomas hueyotlipan,53,5.0,2024
puebla,soltepec,39,5.0,2024
puebla,tecali de herrera,68,13.0,2024
puebla,tecamachalco,560,42.0,2024
puebla,tecomatlan,29,6.0,2024
puebla,tehuacan,2075,159.0,2024
puebla,tehuitzingo,61,8.0,2024
puebla,tenampulco,28,3.0,2024
puebla,teopantlan,25,3.0,2024
puebla,teotlalco,2,,2024
puebla,tepanco de lopez,69,5.0,2024
puebla,tepango de rodriguez,15,5.0,2024
puebla,tepatlaxco de hidalgo,116,14.0,2024
puebla,tepeaca,838,51.0,2024
puebla,tepemaxalco,5,,2024
puebla,tepeojuma,34,5.0,2024
puebla,tepetzintla,11,2.0,2024
puebla,tepexco,26,6.0,2024
puebla,tepexi de rodriguez,67,8.0,2024
puebla,tepeyahualco,48,9.0,2024
puebla,tepeyahualco de cuauhtemoc,23,4.0,2024
puebla,tetela de ocampo,118,15.0,2024
puebla,teteles de avila castillo,36,7.0,2024
puebla,teziutlan,765,66.0,2024
puebla,tianguismanalco,34,4.0,2024
puebla,tilapa,11,1.0,2024
puebla,tlachichuca,77,7.0,2024
puebla,tlacotepec de benito juarez,236,25.0,2024
puebla,tlacuilotepec,23,5.0,2024
puebla,tlahuapan,171,20.0,2024
puebla,tlaltenango,44,10.0,2024
puebla,tlanepantla,26,3.0,2024
puebla,tlaola,33,10.0,2024
puebla,tlapacoya,10,1.0,2024
puebla,tlapanala,29,7.0,2024
puebla,tlatlauquitepec,221,31.0,2024
puebla,tlaxco,17,4.0,2024
puebla,tochimilco,33,7.0,2024
puebla,tochtepec,104,21.0,2024
puebla,totoltepec de guerrero,6,1.0,2024
puebla,tulcingo,130,16.0,2024
puebla,tuzamapan de galeana,17,3.0,2024
puebla,tzicatlacoyan,5,,2024
puebla,venustiano carranza,233,21.0,2024
puebla,vicente guerrero,50,6.0,2024
puebla,xayacatlan de bravo,3,,2024
puebla,xicotepec,501,52.0,2024
puebla,xicotlan,8,1.0,2024
puebla,xiutetelco,159,18.0,2024
puebla,xochiapulco,11,1.0,2024
puebla,xochiltepec,10,2.0,2024
puebla,xochitlan todos santos,40,3.0,2024
puebla,xochitlan de vicente suarez,28,3.0,2024
puebla,yaonahuac,27,2.0,2024
puebla,yehualtepec,144,20.0,2024
puebla,zacapala,8,2.0,2024
puebla,zacapoaxtla,288,25.0,2024
puebla,zacatlan,478,42.0,2024
puebla,zapotitlan,24,4.0,2024
puebla,zapotitlan de mendez,25,5.0,2024
puebla,zaragoza,204,14.0,2024
puebla,zautla,39,8.0,2024
puebla,zihuateutla,17,2.0,2024
puebla,zinacatepec,155,20.0,2024
puebla,zongozotla,30,5.0,2024
puebla,zoquiapan,8,3.0,2024
puebla,zoquitlan,75,5.0,2024
queretaro,amealco de bonfil,240,16.0,2024
queretaro,arroyo seco,16,3.0,2024
queretaro,cadereyta de montes,303,27.0,2024
queretaro,colon,108,16.0,2024
queretaro,corregidora,671,98.0,2024
queretaro,el marques,364,62.0,2024
queretaro,ezequiel montes,300,25.0,2024
queretaro,huimilpan,92,9.0,2024
queretaro,jalpan de serra,195,22.0,2024
queretaro,landa de matamoros,9,4.0,2024
queretaro,pedro escobedo,391,42.0,2024
queretaro,penamiller,20,3.0,2024
queretaro,pinal de amoles,46,4.0,2024
queretaro,queretaro,5743,604.0,2024
queretaro,san joaquin,50,7.0,2024
queretaro,san juan del rio,1526,166.0,2024
queretaro,tequisquiapan,378,35.0,2024
queretaro,toliman,109,14.0,2024
quintana roo,bacalar,68,14.0,2024
quintana roo,benito juarez,2337,374.0,2024
quintana roo,cozumel,564,80.0,2024
quintana roo,felipe carrillo puerto,221,23.0,2024
quintana roo,isla mujeres,80,8.0,2024
quintana roo,jose maria morelos,101,20.0,2024
quintana roo,lazaro cardenas,63,10.0,2024
quintana roo,othon p. blanco,800,118.0,2024
quintana roo,puerto morelos,71,14.0,2024
quintana roo,solidaridad,1213,197.0,2024
quintana roo,tulum,165,24.0,2024
san luis potosi,ahualulco,79,9.0,2024
san luis potosi,alaquines,3,,2024
san luis potosi,aquismon,46,3.0,2024
san luis potosi,axtla de terrazas,109,9.0,2024
san luis potosi,catorce,31,2.0,2024
san luis potosi,cedral,90,5.0,2024
san luis potosi,cerritos,168,18.0,2024
san luis potosi,charcas,112,6.0,2024
san luis potosi,ciudad fernandez,193,21.0,2024
san luis potosi,ciudad valles,686,51.0,2024
san luis potosi,ciudad del maiz,144,13.0,2024
san luis potosi,coxcatlan,25,3.0,2024
san luis potosi,cardenas,153,13.0,2024
san luis potosi,ebano,161,14.0,2024
san luis potosi,el naranjo,87,8.0,2024
san luis potosi,guadalcazar,8,3.0,2024
san luis potosi,huehuetlan,7,2.0,2024
san luis potosi,lagunillas,1,,2024
san luis potosi,matehuala,700,35.0,2024
san luis potosi,matlapa,73,8.0,2024
san luis potosi,mexquitic de carmona,33,8.0,2024
san luis potosi,moctezuma,83,8.0,2024
san luis potosi,rayon,58,8.0,2024
san luis potosi,rioverde,679,44.0,2024
san luis potosi,salinas,182,16.0,2024
san luis potosi,san antonio,4,1.0,2024
san luis potosi,san ciro de acosta,66,7.0,2024
san luis potosi,san luis potosi,5047,340.0,2024
san luis potosi,san martin chalchicuautla,24,6.0,2024
san luis potosi,san nicolas tolentino,4,1.0,2024
san luis potosi,san vicente tancuayalab,34,9.0,2024
san luis potosi,santa catarina,2,,2024
san luis potosi,santa maria del rio,227,15.0,2024
san luis potosi,santo domingo,5,1.0,2024
san luis potosi,soledad de graciano sanchez,1066,94.0,2024
san luis potosi,tamasopo,68,9.0,2024
san luis potosi,tamazunchale,294,29.0,2024
san luis potosi,tampacan,14,3.0,2024
san luis potosi,tampamolon corona,29,1.0,2024
san luis potosi,tamuin,100,8.0,2024
san luis potosi,tancanhuitz,56,8.0,2024
san luis potosi,tanlajas,30,3.0,2024
san luis potosi,tanquian de escobedo,51,6.0,2024
san luis potosi,tierra nueva,54,6.0,2024
san luis potosi,vanegas,15,2.0,2024
san luis potosi,venado,94,11.0,2024
san luis potosi,villa hidalgo,42,5.0,2024
san luis potosi,villa juarez,15,4.0,2024
san luis potosi,villa de arista,101,12.0,2024
san luis potosi,villa de arriaga,52,7.0,2024
san luis potosi,villa de guadalupe,5,1.0,2024
san luis potosi,villa de ramos,123,25.0,2024
san luis potosi,villa de reyes,219,21.0,2024
san luis potosi,villa de la paz,7,1.0,2024
san luis potosi,xilitla,113,8.0,2024
san luis potosi,zaragoza,50,7.0,2024
sinaloa,ahome,1732,204.0,2024
sinaloa,angostura,107,24.0,2024
sinaloa,badiraguato,48,6.0,2024
sinaloa,choix,82,10.0,2024
sinaloa,concordia,55,15.0,2024
sinaloa,cosala,70,11.0,2024
sinaloa,culiacan,3742,631.0,2024
sinaloa,el fuerte,183,34.0,2024
sinaloa,elota,110,15.0,2024
sinaloa,escuinapa,257,34.0,2024
sinaloa,guasave,967,137.0,2024
sinaloa,mazatlan,2057,299.0,2024
sinaloa,mocorito,70,15.0,2024
sinaloa,navolato,351,52.0,2024
sinaloa,rosario,142,22.0,2024
sinaloa,salvador alvarado,374,58.0,2024
sinaloa,san ignacio,34,8.0,2024
sinaloa,sinaloa,88,20.0,2024
sonora,aconchi,7,4.0,2024
sonora,agua prieta,222,39.0,2024
sonora,alamos,44,7.0,2024
sonora,altar,39,4.0,2024
sonora,arivechi,1,,2024
sonora,arizpe,7,3.0,2024
sonora,atil,1,,2024
sonora,bacanora,2,1.0,2024
sonora,bacerac,4,1.0,2024
sonora,bacoachi,6,2.0,2024
sonora,banamichi,7,2.0,2024
sonora,bavispe,2,2.0,2024
sonora,baviacora,8,1.0,2024
sonora,benito juarez,53,8.0,2024
sonora,benjamin hill,16,2.0,2024
sonora,bacum,39,8.0,2024
sonora,caborca,278,42.0,2024
sonora,cajeme,1383,181.0,2024
sonora,cananea,119,19.0,2024
sonora,carbo,9,2.0,2024
sonora,cucurpe,1,1.0,2024
sonora,cumpas,21,3.0,2024
sonora,empalme,112,11.0,2024
sonora,etchojoa,76,19.0,2024
sonora,fronteras,20,3.0,2024
sonora,general plutarco elias calles,51,10.0,2024
sonora,granados,2,1.0,2024
sonora,guaymas,400,39.0,2024
sonora,hermosillo,2616,448.0,2024
sonora,huachinera,2,2.0,2024
sonora,huatabampo,209,19.0,2024
sonora,huasabas,2,1.0,2024
sonora,imuris,28,3.0,2024
sonora,magdalena,80,14.0,2024
sonora,mazatan,6,2.0,2024
sonora,moctezuma,23,4.0,2024
sonora,naco,20,6.0,2024
sonora,nacozari de garcia,53,2.0,2024
sonora,navojoa,453,53.0,2024
sonora,nogales,665,106.0,2024
sonora,nacori chico,3,,2024
sonora,opodepe,3,1.0,2024
sonora,pitiquito,23,3.0,2024
sonora,puerto penasco,286,84.0,2024
sonora,quiriego,2,1.0,2024
sonora,rayon,3,1.0,2024
sonora,rosario,9,2.0,2024
sonora,sahuaripa,13,5.0,2024
sonora,san felipe de jesus,1,1.0,2024
sonora,san ignacio rio muerto,36,6.0,2024
sonora,san luis rio colorado,622,132.0,2024
sonora,san miguel de horcasitas,11,3.0,2024
sonora,san pedro de la cueva,5,2.0,2024
sonora,santa ana,39,14.0,2024
sonora,santa cruz,3,1.0,2024
sonora,suaqui grande,1,1.0,2024
sonora,saric,1,,2024
sonora,tepache,2,,2024
sonora,trincheras,1,,2024
sonora,ures,14,5.0,2024
sonora,villa hidalgo,2,1.0,2024
sonora,villa pesqueira,1,,2024
sonora,yecora,15,2.0,2024
tabasco,balancan,165,19.0,2024
tabasco,centla,241,33.0,2024
tabasco,centro,2362,324.0,2024
tabasco,comalcalco,796,89.0,2024
tabasco,cunduacan,247,36.0,2024
tabasco,cardenas,896,118.0,2024
tabasco,emiliano zapata,178,20.0,2024
tabasco,huimanguillo,409,45.0,2024
tabasco,jalapa,46,9.0,2024
tabasco,jalpa de mendez,181,27.0,2024
tabasco,jonuta,60,6.0,2024
tabasco,macuspana,370,66.0,2024
tabasco,nacajuca,234,36.0,2024
tabasco,paraiso,266,33.0,2024
tabasco,tacotalpa,94,13.0,2024
tabasco,teapa,212,22.0,2024
tabasco,tenosique,248,20.0,2024
tamaulipas,abasolo,24,6.0,2024
tamaulipas,aldama,125,9.0,2024
tamaulipas,altamira,603,71.0,2024
tamaulipas,antiguo morelos,9,2.0,2024
tamaulipas,burgos,8,1.0,2024
tamaulipas,bustamante,9,1.0,2024
tamaulipas,camargo,68,14.0,2024
tamaulipas,casas,2,,2024
tamaulipas,ciudad madero,544,87.0,2024
tamaulipas,cruillas,4,1.0,2024
tamaulipas,el mante,499,45.0,2024
tamaulipas,gonzalez,178,22.0,2024
tamaulipas,guerrero,10,3.0,2024
tamaulipas,gustavo diaz ordaz,65,10.0,2024
tamaulipas,gomez farias,8,4.0,2024
tamaulipas,guemez,1,,2024
tamaulipas,hidalgo,35,7.0,2024
tamaulipas,jaumave,46,9.0,2024
tamaulipas,jimenez,17,4.0,2024
tamaulipas,llera,27,6.0,2024
tamaulipas,matamoros,1566,219.0,2024
tamaulipas,mier,15,2.0,2024
tamaulipas,miguel aleman,152,13.0,2024
tamaulipas,miquihuana,10,1.0,2024
tamaulipas,mendez,5,2.0,2024
tamaulipas,nuevo laredo,1329,147.0,2024
tamaulipas,nuevo morelos,11,1.0,2024
tamaulipas,ocampo,30,6.0,2024
tamaulipas,padilla,46,13.0,2024
tamaulipas,palmillas,3,,2024
tamaulipas,reynosa,2272,314.0,2024
tamaulipas,rio bravo,467,104.0,2024
tamaulipas,san carlos,5,1.0,2024
tamaulipas,san fernando,131,15.0,2024
tamaulipas,soto la marina,63,5.0,2024
tamaulipas,tampico,1469,147.0,2024
tamaulipas,tula,138,14.0,2024
tamaulipas,valle hermoso,204,25.0,2024
tamaulipas,victoria,1040,147.0,2024
tamaulipas,villagran,8,2.0,2024
tamaulipas,xicotencatl,60,6.0,2024
tlaxcala,acuamanala de miguel hidalgo,17,3.0,2024
tlaxcala,amaxac de guerrero,55,12.0,2024
tlaxcala,apetatitlan de antonio carvajal,90,11.0,2024
tlaxcala,apizaco,1014,56.0,2024
tlaxcala,atlangatepec,1,,2024
tlaxcala,atltzayanca,41,5.0,2024
tlaxcala,benito juarez,64,5.0,2024
tlaxcala,calpulalpan,409,29.0,2024
tlaxcala,chiautempan,898,87.0,2024
tlaxcala,contla de juan cuamatzi,225,23.0,2024
tlaxcala,cuapiaxtla,64,8.0,2024
tlaxcala,cuaxomulco,19,2.0,2024
tlaxcala,el carmen tequexquitla,112,17.0,2024
tlaxcala,emiliano zapata,14,5.0,2024
tlaxcala,espanita,15,3.0,2024
tlaxcala,huamantla,646,56.0,2024
tlaxcala,hueyotlipan,73,9.0,2024
tlaxcala,ixtacuixtla de mariano matamoros,170,28.0,2024
tlaxcala,ixtenco,50,9.0,2024
tlaxcala,la magdalena tlaltelulco,93,7.0,2024
tlaxcala,lazaro cardenas,20,4.0,2024
tlaxcala,mazatecochco de jose maria morelos,70,7.0,2024
tlaxcala,munoz de domingo arenas,12,3.0,2024
tlaxcala,nanacamilpa de mariano arista,128,10.0,2024
tlaxcala,nativitas,122,19.0,2024
tlaxcala,panotla,90,13.0,2024
tlaxcala,papalotla de xicohtencatl,181,25.0,2024
tlaxcala,san damian texoloc,30,5.0,2024
tlaxcala,san francisco tetlanohcan,98,9.0,2024
tlaxcala,san jeronimo zacualpan,17,4.0,2024
tlaxcala,san jose teacalco,36,3.0,2024
tlaxcala,san juan huactzinco,34,6.0,2024
tlaxcala,san lorenzo axocomanitla,20,,2024
tlaxcala,san lucas tecopilco,14,3.0,2024
tlaxcala,san pablo del monte,475,38.0,2024
tlaxcala,sanctorum de lazaro cardenas,55,9.0,2024
tlaxcala,santa ana nopalucan,41,9.0,2024
tlaxcala,santa apolonia teacalco,22,7.0,2024
tlaxcala,santa catarina ayometla,45,7.0,2024
tlaxcala,santa cruz quilehtla,48,3.0,2024
tlaxcala,santa cruz tlaxcala,72,12.0,2024
tlaxcala,santa isabel xiloxoxtla,20,3.0,2024
tlaxcala,tenancingo,75,10.0,2024
tlaxcala,teolocholco,148,17.0,2024
tlaxcala,tepetitla de lardizabal,81,11.0,2024
tlaxcala,tepeyanco,20,3.0,2024
tlaxcala,terrenate,73,10.0,2024
tlaxcala,tetla de la solidaridad,111,9.0,2024
tlaxcala,tetlatlahuca,46,9.0,2024
tlaxcala,tlaxcala,876,86.0,2024
tlaxcala,tlaxco,180,15.0,2024
tlaxcala,tocatlan,42,3.0,2024
tlaxcala,totolac,46,7.0,2024
tlaxcala,tzompantepec,44,6.0,2024
tlaxcala,xaloztoc,150,8.0,2024
tlaxcala,xaltocan,12,4.0,2024
tlaxcala,xicohtzinco,100,14.0,2024
tlaxcala,yauhquemehcan,90,13.0,2024
tlaxcala,zacatelco,445,32.0,2024
tlaxcala,ziltlaltepec de trinidad sanchez santos,53,4.0,2024
veracruz de ignacio de la llave,acajete,17,3.0,2024
veracruz de ignacio de la llave,acatlan,29,5.0,2024
veracruz de ignacio de la llave,acayucan,487,52.0,2024
veracruz de ignacio de la llave,actopan,58,13.0,2024
veracruz de ignacio de la llave,acula,4,,2024
veracruz de ignacio de la llave,acultzingo,33,5.0,2024
veracruz de ignacio de la llave,agua dulce,164,18.0,2024
veracruz de ignacio de la llave,alpatlahuac,19,5.0,2024
veracruz de ignacio de la llave,alto lucero de gutierrez barrios,93,20.0,2024
veracruz de ignacio de la llave,altotonga,292,36.0,2024
veracruz de ignacio de la llave,alvarado,155,24.0,2024
veracruz de ignacio de la llave,amatitlan,2,1.0,2024
veracruz de ignacio de la llave,amatlan de los reyes,80,9.0,2024
veracruz de ignacio de la llave,angel r. cabada,104,14.0,2024
veracruz de ignacio de la llave,apazapan,6,3.0,2024
veracruz de ignacio de la llave,astacinga,38,3.0,2024
veracruz de ignacio de la llave,atlahuilco,14,2.0,2024
veracruz de ignacio de la llave,atoyac,82,14.0,2024
veracruz de ignacio de la llave,atzacan,59,5.0,2024
veracruz de ignacio de la llave,atzalan,67,11.0,2024
veracruz de ignacio de la llave,ayahualulco,50,8.0,2024
veracruz de ignacio de la llave,banderilla,108,15.0,2024
veracruz de ignacio de la llave,benito juarez,28,6.0,2024
veracruz de ignacio de la llave,boca del rio,868,91.0,2024
veracruz de ignacio de la llave,calcahualco,9,3.0,2024
veracruz de ignacio de la llave,camaron de tejeda,6,1.0,2024
veracruz de ignacio de la llave,camerino z. mendoza,226,24.0,2024
veracruz de ignacio de la llave,carlos a. carrillo,54,8.0,2024
veracruz de ignacio de la llave,carrillo puerto,10,2.0,2024
veracruz de ignacio de la llave,castillo de teayo,18,6.0,2024
veracruz de ignacio de la llave,catemaco,172,25.0,2024
veracruz de ignacio de la llave,cazones de herrera,36,7.0,2024
veracruz de ignacio de la llave,cerro azul,138,17.0,2024
veracruz de ignacio de la llave,chacaltianguis,18,5.0,2024
veracruz de ignacio de la llave,chalma,9,4.0,2024
veracruz de ignacio de la llave,chiconquiaco,59,5.0,2024
veracruz de ignacio de la llave,chicontepec,105,10.0,2024
veracruz de ignacio de la llave,chinameca,35,7.0,2024
veracruz de ignacio de la llave,chinampa de gorostiza,17,3.0,2024
veracruz de ignacio de la llave,chocaman,79,11.0,2024
veracruz de ignacio de la llave,chontla,17,4.0,2024
veracruz de ignacio de la llave,chumatlan,4,1.0,2024
veracruz de ignacio de la llave,citlaltepetl,58,15.0,2024
veracruz de ignacio de la llave,coacoatzintla,60,8.0,2024
veracruz de ignacio de la llave,coahuitlan,28,1.0,2024
veracruz de ignacio de la llave,coatepec,458,38.0,2024
veracruz de ignacio de la llave,coatzacoalcos,1161,148.0,2024
veracruz de ignacio de la llave,coatzintla,73,9.0,2024
veracruz de ignacio de la llave,coetzala,2,,2024
veracruz de ignacio de la llave,colipa,17,4.0,2024
veracruz de ignacio de la llave,comapa,28,5.0,2024
veracruz de ignacio de la llave,cosamaloapan de carpio,294,34.0,2024
veracruz de ignacio de la llave,cosautlan de carvajal,37,8.0,2024
veracruz de ignacio de la llave,coscomatepec,252,24.0,2024
veracruz de ignacio de la llave,cosoleacaque,310,46.0,2024
veracruz de ignacio de la llave,cotaxtla,39,8.0,2024
veracruz de ignacio de la llave,coxquihui,28,4.0,2024
veracruz de ignacio de la llave,coyutla,119,12.0,2024
veracruz de ignacio de la llave,cuichapa,25,7.0,2024
veracruz de ignacio de la llave,cuitlahuac,169,16.0,2024
veracruz de ignacio de la llave,cordoba,1199,103.0,2024
veracruz de ignacio de la llave,el higo,93,9.0,2024
veracruz de ignacio de la llave,emiliano zapata,167,41.0,2024
veracruz de ignacio de la llave,espinal,64,21.0,2024
veracruz de ignacio de la llave,filomeno mata,84,13.0,2024
veracruz de ignacio de la llave,fortin,195,24.0,2024
veracruz de ignacio de la llave,gutierrez zamora,121,22.0,2024
veracruz de ignacio de la llave,hidalgotitlan,33,8.0,2024
veracruz de ignacio de la llave,huatusco,447,43.0,2024
veracruz de ignacio de la llave,huayacocotla,85,13.0,2024
veracruz de ignacio de la llave,hueyapan de ocampo,42,10.0,2024
veracruz de ignacio de la llave,huiloapan de cuauhtemoc,11,1.0,2024
veracruz de ignacio de la llave,ignacio de la llave,46,8.0,2024
veracruz de ignacio de la llave,ilamatlan,8,1.0,2024
veracruz de ignacio de la llave,isla,186,21.0,2024
veracruz de ignacio de la llave,ixcatepec,31,10.0,2024
veracruz de ignacio de la llave,ixhuacan de los reyes,19,2.0,2024
veracruz de ignacio de la llave,ixhuatlancillo,37,5.0,2024
veracruz de ignacio de la llave,ixhuatlan de madero,54,17.0,2024
veracruz de ignacio de la llave,ixhuatlan del cafe,50,11.0,2024
veracruz de ignacio de la llave,ixhuatlan del sureste,53,10.0,2024
veracruz de ignacio de la llave,ixmatlahuacan,9,,2024
veracruz de ignacio de la llave,ixtaczoquitlan,161,31.0,2024
veracruz de ignacio de la llave,jalacingo,123,12.0,2024
veracruz de ignacio de la llave,jalcomulco,38,3.0,2024
veracruz de ignacio de la llave,jamapa,15,3.0,2024
veracruz de ignacio de la llave,jesus carranza,68,14.0,2024
veracruz de ignacio de la llave,jilotepec,35,4.0,2024
veracruz de ignacio de la llave,jose azueta,51,6.0,2024
veracruz de ignacio de la llave,juan rodriguez clara,150,23.0,2024
veracruz de ignacio de la llave,juchique de ferrer,56,12.0,2024
veracruz de ignacio de la llave,jaltipan,129,15.0,2024
veracruz de ignacio de la llave,la antigua,238,25.0,2024
veracruz de ignacio de la llave,la perla,24,5.0,2024
veracruz de ignacio de la llave,landero y coss,2,,2024
veracruz de ignacio de la llave,las choapas,248,23.0,2024
veracruz de ignacio de la llave,las minas,2,,2024
veracruz de ignacio de la llave,las vigas de ramirez,112,11.0,2024
veracruz de ignacio de la llave,lerdo de tejada,105,15.0,2024
veracruz de ignacio de la llave,los reyes,1,,2024
veracruz de ignacio de la llave,magdalena,5,2.0,2024
veracruz de ignacio de la llave,maltrata,77,10.0,2024
veracruz de ignacio de la llave,manlio fabio altamirano,32,6.0,2024
veracruz de ignacio de la llave,mariano escobedo,46,3.0,2024
veracruz de ignacio de la llave,martinez de la torre,572,81.0,2024
veracruz de ignacio de la llave,mecatlan,18,6.0,2024
veracruz de ignacio de la llave,mecayapan,29,3.0,2024
veracruz de ignacio de la llave,medellin de bravo,123,26.0,2024
veracruz de ignacio de la llave,miahuatlan,34,2.0,2024
veracruz de ignacio de la llave,minatitlan,749,85.0,2024
veracruz de ignacio de la llave,misantla,312,35.0,2024
veracruz de ignacio de la llave,mixtla de altamirano,27,1.0,2024
veracruz de ignacio de la llave,moloacan,51,9.0,2024
veracruz de ignacio de la llave,nanchital de lazaro cardenas del rio,114,15.0,2024
veracruz de ignacio de la llave,naolinco,328,18.0,2024
veracruz de ignacio de la llave,naranjal,8,2.0,2024
veracruz de ignacio de la llave,naranjos amatlan,194,24.0,2024
veracruz de ignacio de la llave,nautla,20,6.0,2024
veracruz de ignacio de la llave,nogales,74,9.0,2024
veracruz de ignacio de la llave,oluta,59,8.0,2024
veracruz de ignacio de la llave,omealca,50,8.0,2024
veracruz de ignacio de la llave,orizaba,1097,94.0,2024
veracruz de ignacio de la llave,otatitlan,25,2.0,2024
veracruz de ignacio de la llave,oteapan,52,6.0,2024
veracruz de ignacio de la llave,ozuluama de mascarenas,36,4.0,2024
veracruz de ignacio de la llave,pajapan,42,6.0,2024
veracruz de ignacio de la llave,papantla,435,57.0,2024
veracruz de ignacio de la llave,paso de ovejas,46,8.0,2024
veracruz de ignacio de la llave,paso del macho,140,18.0,2024
veracruz de ignacio de la llave,perote,532,50.0,2024
veracruz de ignacio de la llave,platon sanchez,66,13.0,2024
veracruz de ignacio de la llave,playa vicente,188,30.0,2024
veracruz de ignacio de la llave,poza rica de hidalgo,1230,122.0,2024
veracruz de ignacio de la llave,pueblo viejo,92,19.0,2024
veracruz de ignacio de la llave,puente nacional,7,1.0,2024
veracruz de ignacio de la llave,panuco,240,32.0,2024
veracruz de ignacio de la llave,rafael delgado,66,9.0,2024
veracruz de ignacio de la llave,rafael lucio,26,3.0,2024
veracruz de ignacio de la llave,rio blanco,150,21.0,2024
veracruz de ignacio de la llave,saltabarranca,7,2.0,2024
veracruz de ignacio de la llave,san andres tenejapan,2,1.0,2024
veracruz de ignacio de la llave,san andres tuxtla,523,78.0,2024
veracruz de ignacio de la llave,san juan evangelista,51,13.0,2024
veracruz de ignacio de la llave,san rafael,98,17.0,2024
veracruz de ignacio de la llave,santiago sochiapan,17,3.0,2024
veracruz de ignacio de la llave,santiago tuxtla,147,26.0,2024
veracruz de ignacio de la llave,sayula de aleman,51,12.0,2024
veracruz de ignacio de la llave,sochiapa,4,1.0,2024
veracruz de ignacio de la llave,soconusco,18,4.0,2024
