entidad,municipio,num_units,num_units_municipio,Año Censal
veracruz de ignacio de la llave,soledad atzompa,17,1.0,2024
veracruz de ignacio de la llave,soledad de doblado,106,12.0,2024
veracruz de ignacio de la llave,soteapan,61,12.0,2024
veracruz de ignacio de la llave,tamalin,41,7.0,2024
veracruz de ignacio de la llave,tamiahua,42,5.0,2024
veracruz de ignacio de la llave,tampico alto,11,3.0,2024
veracruz de ignacio de la llave,tancoco,4,1.0,2024
veracruz de ignacio de la llave,tantima,3,,2024
veracruz de ignacio de la llave,tantoyuca,245,34.0,2024
veracruz de ignacio de la llave,tatahuicapan de juarez,40,6.0,2024
veracruz de ignacio de la llave,tatatila,8,,2024
veracruz de ignacio de la llave,tecolutla,77,14.0,2024
veracruz de ignacio de la llave,tehuipango,110,9.0,2024
veracruz de ignacio de la llave,tempoal,97,14.0,2024
veracruz de ignacio de la llave,tenampa,5,1.0,2024
veracruz de ignacio de la llave,tenochtitlan,18,2.0,2024
veracruz de ignacio de la llave,teocelo,73,3.0,2024
veracruz de ignacio de la llave,tepatlaxco,9,1.0,2024
veracruz de ignacio de la llave,tepetlan,9,3.0,2024
veracruz de ignacio de la llave,tepetzintla,41,11.0,2024
veracruz de ignacio de la llave,tequila,28,1.0,2024
veracruz de ignacio de la llave,texcatepec,7,,2024
veracruz de ignacio de la llave,texhuacan,27,1.0,2024
veracruz de ignacio de la llave,texistepec,34,5.0,2024
veracruz de ignacio de la llave,tezonapa,150,15.0,2024
veracruz de ignacio de la llave,tierra blanca,497,53.0,2024
veracruz de ignacio de la llave,tihuatlan,142,19.0,2024
veracruz de ignacio de la llave,tlachichilco,25,5.0,2024
veracruz de ignacio de la llave,tlacojalpan,14,3.0,2024
veracruz de ignacio de la llave,tlacolulan,12,3.0,2024
veracruz de ignacio de la llave,tlacotalpan,45,7.0,2024
veracruz de ignacio de la llave,tlacotepec de mejia,11,2.0,2024
veracruz de ignacio de la llave,tlalixcoyan,91,19.0,2024
veracruz de ignacio de la llave,tlalnelhuayocan,26,,2024
veracruz de ignacio de la llave,tlaltetela,36,6.0,2024
veracruz de ignacio de la llave,tlapacoyan,350,33.0,2024
veracruz de ignacio de la llave,tlaquilpa,31,2.0,2024
veracruz de ignacio de la llave,tlilapan,9,2.0,2024
veracruz de ignacio de la llave,tomatlan,23,4.0,2024
veracruz de ignacio de la llave,tonayan,14,3.0,2024
veracruz de ignacio de la llave,totutla,40,9.0,2024
veracruz de ignacio de la llave,tres valles,157,26.0,2024
veracruz de ignacio de la llave,tuxpan,566,77.0,2024
veracruz de ignacio de la llave,tuxtilla,7,2.0,2024
veracruz de ignacio de la llave,ursulo galvan,71,13.0,2024
veracruz de ignacio de la llave,uxpanapa,60,8.0,2024
veracruz de ignacio de la llave,vega de alatorre,96,18.0,2024
veracruz de ignacio de la llave,veracruz,2529,282.0,2024
veracruz de ignacio de la llave,villa aldama,35,4.0,2024
veracruz de ignacio de la llave,xalapa,2836,293.0,2024
veracruz de ignacio de la llave,xico,154,17.0,2024
veracruz de ignacio de la llave,xoxocotla,21,3.0,2024
veracruz de ignacio de la llave,yanga,48,10.0,2024
veracruz de ignacio de la llave,yecuatla,24,6.0,2024
veracruz de ignacio de la llave,zacualpan,12,2.0,2024
veracruz de ignacio de la llave,zaragoza,53,7.0,2024
veracruz de ignacio de la llave,zentla,8,3.0,2024
veracruz de ignacio de la llave,zongolica,135,13.0,2024
veracruz de ignacio de la llave,zontecomatlan de lopez y fuentes,15,3.0,2024
veracruz de ignacio de la llave,zozocolco de hidalgo,21,3.0,2024
veracruz de ignacio de la llave,alamo temapache,328,39.0,2024
yucatan,abala,3,,2024
yucatan,acanceh,24,6.0,2024
yucatan,akil,40,7.0,2024
yucatan,baca,19,2.0,2024
yucatan,bokoba,11,,2024
yucatan,buctzotz,47,3.0,2024
yucatan,cacalchen,21,2.0,2024
yucatan,calotmul,2,,2024
yucatan,cansahcab,18,1.0,2024
yucatan,cantamayec,5,1.0,2024
yucatan,celestun,64,7.0,2024
yucatan,cenotillo,17,5.0,2024
yucatan,chacsinkin,4,,2024
yucatan,chankom,3,,2024
yucatan,chapab,4,1.0,2024
yucatan,chemax,84,9.0,2024
yucatan,chichimila,9,1.0,2024
yucatan,chicxulub pueblo,16,1.0,2024
yucatan,chikindzonot,4,,2024
yucatan,chochola,16,3.0,2024
yucatan,chumayel,6,1.0,2024
yucatan,conkal,30,7.0,2024
yucatan,cuncunul,2,,2024
yucatan,cuzama,5,,2024
yucatan,dzemul,8,1.0,2024
yucatan,dzidzantun,42,7.0,2024
yucatan,dzilam gonzalez,34,4.0,2024
yucatan,dzilam de bravo,12,1.0,2024
yucatan,dzitas,10,1.0,2024
yucatan,dzoncauich,5,,2024
yucatan,dzan,19,2.0,2024
yucatan,espita,39,6.0,2024
yucatan,halacho,75,5.0,2024
yucatan,hocaba,11,,2024
yucatan,hoctun,21,5.0,2024
yucatan,homun,26,3.0,2024
yucatan,huhi,18,,2024
yucatan,hunucma,134,7.0,2024
yucatan,ixil,9,1.0,2024
yucatan,izamal,144,13.0,2024
yucatan,kanasin,187,33.0,2024
yucatan,kantunil,12,4.0,2024
yucatan,kaua,7,,2024
yucatan,kinchil,21,7.0,2024
yucatan,kopoma,9,1.0,2024
yucatan,mama,10,1.0,2024
yucatan,mani,17,5.0,2024
yucatan,maxcanu,54,6.0,2024
yucatan,mayapan,7,,2024
yucatan,mococha,6,,2024
yucatan,motul,157,12.0,2024
yucatan,muna,49,5.0,2024
yucatan,muxupip,3,,2024
yucatan,merida,4533,584.0,2024
yucatan,opichen,8,,2024
yucatan,oxkutzcab,180,11.0,2024
yucatan,panaba,22,5.0,2024
yucatan,peto,105,6.0,2024
yucatan,progreso,242,31.0,2024
yucatan,quintana roo,4,1.0,2024
yucatan,rio lagartos,8,,2024
yucatan,sacalum,11,1.0,2024
yucatan,samahil,11,1.0,2024
yucatan,san felipe,13,1.0,2024
yucatan,sanahcat,5,,2024
yucatan,santa elena,29,1.0,2024
yucatan,seye,23,5.0,2024
yucatan,sinanche,5,1.0,2024
yucatan,sotuta,18,3.0,2024
yucatan,sucila,9,1.0,2024
yucatan,sudzal,3,,2024
yucatan,suma,5,,2024
yucatan,tahdziu,8,,2024
yucatan,tahmek,4,,2024
yucatan,teabo,14,3.0,2024
yucatan,tecoh,23,3.0,2024
yucatan,tekal de venegas,6,,2024
yucatan,tekanto,10,,2024
yucatan,tekax,159,6.0,2024
yucatan,tekit,44,6.0,2024
yucatan,tekom,3,,2024
yucatan,telchac pueblo,8,2.0,2024
yucatan,telchac puerto,8,2.0,2024
yucatan,temax,22,4.0,2024
yucatan,temozon,31,3.0,2024
yucatan,tepakan,4,,2024
yucatan,tetiz,14,1.0,2024
yucatan,teya,4,,2024
yucatan,ticul,362,12.0,2024
yucatan,timucuy,6,1.0,2024
yucatan,tinum,59,4.0,2024
yucatan,tixcacalcupul,11,1.0,2024
yucatan,tixkokob,41,5.0,2024
yucatan,tixmehuac,10,,2024
yucatan,tixpehual,15,1.0,2024
yucatan,tizimin,265,27.0,2024
yucatan,tunkas,14,2.0,2024
yucatan,tzucacab,61,4.0,2024
yucatan,uayma,2,,2024
yucatan,ucu,5,3.0,2024
yucatan,uman,147,17.0,2024
yucatan,valladolid,408,39.0,2024
yucatan,xocchel,8,,2024
yucatan,yaxcaba,17,1.0,2024
yucatan,yaxkukul,11,3.0,2024
yucatan,yobain,2,,2024
zacatecas,apozol,12,2.0,2024
zacatecas,apulco,7,1.0,2024
zacatecas,atolinga,12,3.0,2024
zacatecas,benito juarez,32,5.0,2024
zacatecas,calera,319,24.0,2024
zacatecas,canitas de felipe pescador,22,7.0,2024
zacatecas,chalchihuites,26,6.0,2024
zacatecas,concepcion del oro,74,5.0,2024
zacatecas,cuauhtemoc,45,5.0,2024
zacatecas,el plateado de joaquin amaro,1,,2024
zacatecas,el salvador,4,2.0,2024
zacatecas,fresnillo,1157,75.0,2024
zacatecas,genaro codina,15,3.0,2024
zacatecas,general enrique estrada,12,1.0,2024
zacatecas,general francisco r. murguia,47,8.0,2024
zacatecas,general panfilo natera,51,7.0,2024
zacatecas,guadalupe,898,72.0,2024
zacatecas,huanusco,9,1.0,2024
zacatecas,jalpa,162,24.0,2024
zacatecas,jerez,463,36.0,2024
zacatecas,jimenez del teul,9,3.0,2024
zacatecas,juan aldama,184,19.0,2024
zacatecas,juchipila,119,16.0,2024
zacatecas,loreto,332,12.0,2024
zacatecas,luis moya,70,5.0,2024
zacatecas,mazapil,11,1.0,2024
zacatecas,melchor ocampo,2,1.0,2024
zacatecas,mezquital del oro,7,1.0,2024
zacatecas,miguel auza,126,13.0,2024
zacatecas,momax,8,2.0,2024
zacatecas,monte escobedo,46,7.0,2024
zacatecas,morelos,49,8.0,2024
zacatecas,moyahua de estrada,13,3.0,2024
zacatecas,nochistlan de mejia,174,27.0,2024
zacatecas,noria de angeles,14,2.0,2024
zacatecas,ojocaliente,251,17.0,2024
zacatecas,pinos,121,20.0,2024
zacatecas,panuco,40,4.0,2024
zacatecas,rio grande,409,36.0,2024
zacatecas,sain alto,65,7.0,2024
zacatecas,santa maria de la paz,11,2.0,2024
zacatecas,sombrerete,291,14.0,2024
zacatecas,susticacan,1,,2024
zacatecas,tabasco,105,10.0,2024
zacatecas,tepechitlan,56,9.0,2024
zacatecas,tepetongo,14,4.0,2024
zacatecas,teul de gonzalez ortega,27,6.0,2024
zacatecas,tlaltenango de sanchez roman,267,22.0,2024
zacatecas,trancoso,71,5.0,2024
zacatecas,trinidad garcia de la cadena,17,3.0,2024
zacatecas,valparaiso,167,16.0,2024
zacatecas,vetagrande,14,1.0,2024
zacatecas,villa garcia,70,10.0,2024
zacatecas,villa gonzalez ortega,53,12.0,2024
zacatecas,villa hidalgo,64,11.0,2024
zacatecas,villa de cos,90,14.0,2024
zacatecas,villanueva,184,14.0,2024
zacatecas,zacatecas,1041,73.0,2024
