Año Censal,Entidad,Municipio,farms,Total_Ingresos_Millones
2013,jalisco,tomatlan,19.0,10.431
2013,jalisco,tonala,203.0,460.973
2013,jalisco,tonaya,8.0,3.584
2013,jalisco,tototlan,16.0,7.519
2013,jalisco,tuxcueca,4.0,0.985
2013,jalisco,tuxpan,15.0,2.738
2013,jalisco,union de tula,9.0,4.468
2013,jalisco,villa corona,8.0,1.749
2013,jalisco,villa guerrero,6.0,2.189
2013,jalisco,villa hidalgo,9.0,10.41
2013,jalisco,yahualica de gonzalez gallo,13.0,40.869
2013,jalisco,zacoalco de torres,14.0,44.239
2013,jalisco,zapopan,595.0,3086.003
2013,jalisco,zapotiltic,17.0,8.168
2013,jalisco,zapotlan del rey,4.0,0.745
2013,jalisco,zapotlanejo,34.0,28.426000000000002
2013,jalisco,san ignacio cerro gordo,7.0,5.117
2013,mexico,acambay de ruiz castaneda,12.0,11.566
2013,mexico,acolman,102.0,32.569
2013,mexico,aculco,9.0,8.579
2013,mexico,almoloya de alquisiras,4.0,0.791
2013,mexico,almoloya de juarez,28.0,76.656
2013,mexico,amatepec,13.0,7.021
2013,mexico,apaxco,17.0,12.71
2013,mexico,atenco,28.0,7.686
2013,mexico,atizapan,7.0,2.558
2013,mexico,atizapan de zaragoza,336.0,601.298
2013,mexico,atlacomulco,39.0,28.159999999999997
2013,mexico,atlautla,18.0,4.236
2013,mexico,calimaya,23.0,7.199
2013,mexico,capulhuac,19.0,22.312
2013,mexico,coacalco de berriozabal,167.0,314.396
2013,mexico,coatepec harinas,12.0,6.566
2013,mexico,coyotepec,26.0,13.922
2013,mexico,cuautitlan,67.0,57.153000000000006
2013,mexico,chalco,193.0,133.869
2013,mexico,chapa de mota,5.0,0.326
2013,mexico,chiautla,12.0,4.224
2013,mexico,chicoloapan,136.0,58.332
2013,mexico,chiconcuac,23.0,6.7
2013,mexico,chimalhuacan,400.0,218.965
2013,mexico,ecatepec de morelos,1165.0,844.107
2013,mexico,huehuetoca,50.0,42.313
2013,mexico,hueypoxtla,28.0,8.376
2013,mexico,huixquilucan,104.0,337.727
2013,mexico,ixtapaluca,302.0,139.635
2013,mexico,ixtapan del oro,3.0,0.893
2013,mexico,ixtlahuaca,48.0,25.750999999999998
2013,mexico,xalatlaco,18.0,7.714
2013,mexico,jaltenco,16.0,5.011
2013,mexico,jilotepec,23.0,20.552
2013,mexico,jiquipilco,11.0,4.925
2013,mexico,jocotitlan,25.0,12.327
2013,mexico,juchitepec,18.0,5.069
2013,mexico,lerma,58.0,59.739999999999995
2013,mexico,malinalco,7.0,1.658
2013,mexico,melchor ocampo,31.0,5.849
2013,mexico,metepec,111.0,648.8720000000001
2013,mexico,mexicaltzingo,7.0,0.942
2013,mexico,morelos,7.0,2.38
2013,mexico,naucalpan de juarez,416.0,1778.462
2013,mexico,nezahualcoyotl,792.0,769.377
2013,mexico,nextlalpan,15.0,3.656
2013,mexico,nicolas romero,219.0,89.696
2013,mexico,ocuilan,7.0,1.392
2013,mexico,el oro,7.0,4.67
2013,mexico,otumba,22.0,7.412
2013,mexico,otzolotepec,23.0,9.546999999999999
2013,mexico,ozumba,26.0,5.689
2013,mexico,papalotla,4.0,1.043
2013,mexico,la paz,215.0,121.39
2013,mexico,polotitlan,5.0,2.556
2013,mexico,rayon,5.0,1.636
2013,mexico,san felipe del progreso,19.0,6.2250000000000005
2013,mexico,san martin de las piramides,10.0,2.261
2013,mexico,san mateo atenco,53.0,70.498
2013,mexico,santo tomas,4.0,2.064
2013,mexico,tecamac,301.0,208.473
2013,mexico,tejupilco,35.0,42.423
2013,mexico,temamatla,7.0,1.032
2013,mexico,temascalapa,35.0,7.993
2013,mexico,temascalcingo,16.0,8.379
2013,mexico,temascaltepec,4.0,1.205
2013,mexico,tenancingo,40.0,73.369
2013,mexico,tenango del aire,8.0,2.523
2013,mexico,tenango del valle,50.0,53.284
2013,mexico,teoloyucan,56.0,51.394999999999996
2013,mexico,tepetlixpa,10.0,6.38
2013,mexico,tepotzotlan,57.0,27.887999999999998
2013,mexico,tequixquiac,23.0,24.447
2013,mexico,texcaltitlan,6.0,3.28
2013,mexico,texcoco,125.0,137.10399999999998
2013,mexico,tezoyuca,35.0,6.976999999999999
2013,mexico,tianguistenco,42.0,66.49
2013,mexico,timilpan,5.0,1.174
2013,mexico,tlalmanalco,27.0,10.427
2013,mexico,tlalnepantla de baz,400.0,737.473
2013,mexico,toluca,386.0,1270.55
2013,mexico,tonatico,8.0,2.989
2013,mexico,tultepec,75.0,120.50200000000001
2013,mexico,tultitlan,322.0,154.21099999999998
2013,mexico,valle de bravo,24.0,26.357
2013,mexico,villa de allende,6.0,3.056
2013,mexico,villa del carbon,9.0,8.529
2013,mexico,villa guerrero,17.0,12.190000000000001
2013,mexico,villa victoria,10.0,2.862
2013,mexico,xonacatlan,31.0,19.528
2013,mexico,zacualpan,3.0,0.622
2013,mexico,zinacantepec,52.0,61.245999999999995
2013,mexico,zumpango,108.0,84.819
2013,mexico,cuautitlan izcalli,267.0,610.881
2013,mexico,valle de chalco solidaridad,247.0,126.287
2013,mexico,luvianos,9.0,5.726
2013,mexico,san jose del rincon,10.0,2.261
2013,michoacan de ocampo,acuitzio,7.0,1.722
2013,michoacan de ocampo,aguililla,7.0,4.565
2013,michoacan de ocampo,alvaro obregon,7.0,8.503
2013,michoacan de ocampo,apatzingan,69.0,180.199
2013,michoacan de ocampo,ario,26.0,15.457
2013,michoacan de ocampo,arteaga,8.0,13.242
2013,michoacan de ocampo,buenavista,21.0,21.601
2013,michoacan de ocampo,caracuaro,4.0,1.511
2013,michoacan de ocampo,coalcoman de vazquez pallares,15.0,17.139
2013,michoacan de ocampo,coeneo,8.0,5.067
2013,michoacan de ocampo,copandaro,7.0,1.342
2013,michoacan de ocampo,cotija,17.0,26.175
2013,michoacan de ocampo,cuitzeo,12.0,2.178
2013,michoacan de ocampo,charo,7.0,2.249
2013,michoacan de ocampo,chavinda,6.0,3.206
2013,michoacan de ocampo,cheran,31.0,12.805
2013,michoacan de ocampo,chilchota,16.0,7.671
2013,michoacan de ocampo,chucandiro,4.0,1.169
2013,michoacan de ocampo,churintzio,6.0,2.702
2013,michoacan de ocampo,churumuco,7.0,1.248
2013,michoacan de ocampo,erongaricuaro,6.0,2.179
2013,michoacan de ocampo,hidalgo,67.0,119.608
2013,michoacan de ocampo,la huacana,18.0,10.295
2013,michoacan de ocampo,huetamo,29.0,29.026999999999997
2013,michoacan de ocampo,indaparapeo,8.0,1.617
2013,michoacan de ocampo,irimbo,5.0,0.458
2013,michoacan de ocampo,jacona,30.0,64.422
2013,michoacan de ocampo,jimenez,9.0,1.452
2013,michoacan de ocampo,jiquilpan,35.0,21.668000000000003
2013,michoacan de ocampo,juarez,7.0,1.789
2013,michoacan de ocampo,jungapeo,7.0,7.075
2013,michoacan de ocampo,madero,10.0,2.417
2013,michoacan de ocampo,maravatio,38.0,83.723
2013,michoacan de ocampo,marcos castellanos,9.0,6.533
2013,michoacan de ocampo,lazaro cardenas,94.0,176.33399999999997
2013,michoacan de ocampo,morelia,466.0,1467.036
2013,michoacan de ocampo,morelos,5.0,1.091
2013,michoacan de ocampo,mugica,23.0,48.978
2013,michoacan de ocampo,nahuatzen,24.0,8.376
2013,michoacan de ocampo,nuevo parangaricutiro,31.0,9.453000000000001
2013,michoacan de ocampo,numaran,7.0,9.108
2013,michoacan de ocampo,ocampo,5.0,1.332
2013,michoacan de ocampo,pajacuaran,12.0,5.101
2013,michoacan de ocampo,panindicuaro,5.0,2.436
2013,michoacan de ocampo,paracho,30.0,12.444
2013,michoacan de ocampo,patzcuaro,68.0,109.487
2013,michoacan de ocampo,penjamillo,8.0,19.766
2013,michoacan de ocampo,periban,12.0,21.952
2013,michoacan de ocampo,la piedad,87.0,192.94799999999998
2013,michoacan de ocampo,purepero,16.0,24.795
2013,michoacan de ocampo,puruandiro,42.0,65.964
2013,michoacan de ocampo,querendaro,8.0,6.18
2013,michoacan de ocampo,los reyes,43.0,68.279
2013,michoacan de ocampo,sahuayo,57.0,119.495
2013,michoacan de ocampo,santa ana maya,7.0,4.874
2013,michoacan de ocampo,salvador escalante,23.0,11.427
2013,michoacan de ocampo,senguio,6.0,1.526
2013,michoacan de ocampo,tacambaro,26.0,30.917
2013,michoacan de ocampo,tangamandapio,18.0,5.707
2013,michoacan de ocampo,tangancicuaro,13.0,5.955
2013,michoacan de ocampo,tanhuato,10.0,7.818
2013,michoacan de ocampo,taretan,9.0,3.768
2013,michoacan de ocampo,tarimbaro,22.0,7.806
2013,michoacan de ocampo,tepalcatepec,26.0,57.015
2013,michoacan de ocampo,tingambato,12.0,3.455
2013,michoacan de ocampo,tinguindin,7.0,6.945
2013,michoacan de ocampo,tlalpujahua,14.0,9.816
2013,michoacan de ocampo,tumbiscatio,3.0,7.483
2013,michoacan de ocampo,turicato,17.0,5.748
2013,michoacan de ocampo,tuxpan,15.0,12.37
2013,michoacan de ocampo,tzintzuntzan,8.0,2.274
2013,michoacan de ocampo,uruapan,229.0,376.32500000000005
2013,michoacan de ocampo,venustiano carranza,15.0,7.82
2013,michoacan de ocampo,villamar,10.0,2.097
2013,michoacan de ocampo,vista hermosa,5.0,4.992
2013,michoacan de ocampo,yurecuaro,20.0,10.105
2013,michoacan de ocampo,zacapu,35.0,82.584
2013,michoacan de ocampo,zamora,142.0,379.714
2013,michoacan de ocampo,zinapecuaro,21.0,21.113
2013,michoacan de ocampo,ziracuaretiro,6.0,1.947
2013,michoacan de ocampo,zitacuaro,62.0,269.389
2013,michoacan de ocampo,jose sixto verduzco,22.0,25.766
2013,morelos,axochiapan,24.0,32.388
2013,morelos,ayala,30.0,8.44
2013,morelos,coatlan del rio,3.0,3.657
2013,morelos,cuautla,134.0,390.776
2013,morelos,cuernavaca,198.0,869.2189999999999
2013,morelos,emiliano zapata,32.0,60.939
2013,morelos,huitzilac,14.0,3.099
2013,morelos,jantetelco,10.0,5.264
2013,morelos,jiutepec,79.0,115.203
2013,morelos,jojutla,28.0,110.13799999999999
2013,morelos,jonacatepec de leandro valle,10.0,6.694000000000001
2013,morelos,mazatepec,7.0,3.445
2013,morelos,miacatlan,13.0,6.059
2013,morelos,ocuituco,9.0,4.08
2013,morelos,puente de ixtla,25.0,23.417
2013,morelos,temixco,46.0,89.343
2013,morelos,tepalcingo,15.0,6.019
2013,morelos,tepoztlan,12.0,11.683
2013,morelos,tetela del volcan,12.0,2.97
2013,morelos,tlalnepantla,3.0,1.181
2013,morelos,tlaltizapan de zapata,18.0,10.739
2013,morelos,tlaquiltenango,8.0,2.768
2013,morelos,tlayacapan,11.0,8.127
2013,morelos,yautepec,52.0,100.859
2013,morelos,yecapixtla,23.0,7.501
2013,morelos,zacualpan de amilpas,7.0,3.154
2013,morelos,temoac,6.0,1.514
2013,nayarit,acaponeta,7.0,2.037
2013,nayarit,ahuacatlan,7.0,4.817
2013,nayarit,compostela,50.0,122.698
2013,nayarit,ixtlan del rio,16.0,54.438
2013,nayarit,ruiz,7.0,5.897
2013,nayarit,san blas,22.0,8.16
2013,nayarit,santiago ixcuintla,45.0,140.82999999999998
2013,nayarit,tecuala,13.0,4.423
2013,nayarit,tepic,190.0,740.2370000000001
2013,nayarit,bahia de banderas,57.0,236.919
2013,nuevo leon,allende,6.0,66.438
2013,nuevo leon,anahuac,8.0,8.347
2013,nuevo leon,apodaca,116.0,702.169
2013,nuevo leon,cadereyta jimenez,19.0,160.401
2013,nuevo leon,cienega de flores,9.0,28.743000000000002
2013,nuevo leon,china,4.0,3.457
2013,nuevo leon,doctor arroyo,9.0,21.371
2013,nuevo leon,galeana,3.0,4.009
2013,nuevo leon,garcia,15.0,26.506
2013,nuevo leon,san pedro garza garcia,50.0,588.601
2013,nuevo leon,general bravo,4.0,4.306
2013,nuevo leon,general escobedo,67.0,265.787
2013,nuevo leon,general zaragoza,4.0,1.085
2013,nuevo leon,general zuazua,10.0,3.748
2013,nuevo leon,guadalupe,136.0,1079.2669999999998
2013,nuevo leon,juarez,26.0,27.433
2013,nuevo leon,linares,15.0,125.248
2013,nuevo leon,montemorelos,13.0,101.13799999999999
2013,nuevo leon,monterrey,352.0,3420.1769999999997
2013,nuevo leon,sabinas hidalgo,13.0,65.86
2013,nuevo leon,san nicolas de los garza,115.0,846.78
2013,nuevo leon,santa catarina,46.0,362.18
2013,nuevo leon,santiago,7.0,16.549
2013,oaxaca,acatlan de perez figueroa,7.0,4.047
2013,oaxaca,asuncion nochixtlan,15.0,13.072
2013,oaxaca,el barrio de la soledad,4.0,0.988
2013,oaxaca,cosolapa,6.0,1.376
2013,oaxaca,cuilapam de guerrero,8.0,3.106
2013,oaxaca,chahuites,9.0,4.088
2013,oaxaca,chalcatongo de hidalgo,9.0,1.948
2013,oaxaca,heroica ciudad de ejutla de crespo,15.0,11.171
2013,oaxaca,el espinal,3.0,0.294
2013,oaxaca,tamazulapam del espiritu santo,3.0,0.341
2013,oaxaca,mesones hidalgo,3.0,0.6
2013,oaxaca,heroica ciudad de huajuapan de leon,38.0,137.715
2013,oaxaca,huautla de jimenez,13.0,9.619
2013,oaxaca,heroica ciudad de juchitan de zaragoza,37.0,47.480000000000004
2013,oaxaca,magdalena apasco,3.0,1.145
2013,oaxaca,mariscala de juarez,6.0,1.292
2013,oaxaca,matias romero avendano,31.0,98.52
2013,oaxaca,miahuatlan de porfirio diaz,25.0,31.143
2013,oaxaca,nazareno etla,6.0,1.844
2013,oaxaca,santiago niltepec,6.0,0.618
2013,oaxaca,oaxaca de juarez,201.0,1119.436
2013,oaxaca,ocotlan de morelos,11.0,16.283
2013,oaxaca,putla villa de guerrero,16.0,10.635
2013,oaxaca,salina cruz,28.0,81.743
2013,oaxaca,san agustin de las juntas,6.0,1.68
2013,oaxaca,san antonio de la cal,6.0,7.648
2013,oaxaca,san dionisio ocotepec,5.0,0.832
2013,oaxaca,san francisco del mar,3.0,0.64
2013,oaxaca,san jose chiltepec,4.0,1.441
2013,oaxaca,san juan bautista cuicatlan,4.0,27.978
2013,oaxaca,san juan bautista tuxtepec,59.0,161.874
2013,oaxaca,san juan cacahuatepec,6.0,3.554
2013,oaxaca,villa sola de vega,7.0,4.264
2013,oaxaca,villa talea de castro,3.0,0.303
2013,oaxaca,san pablo huixtepec,13.0,5.752
2013,oaxaca,san pablo villa de mitla,4.0,2.068
2013,oaxaca,san pedro amuzgos,3.0,1.543
2013,oaxaca,san pedro juchatengo,5.0,1.502
2013,oaxaca,san pedro mixtepec,40.0,56.379
2013,oaxaca,san pedro pochutla,16.0,15.856
2013,oaxaca,san pedro quiatoni,4.0,0.262
2013,oaxaca,san pedro tapanatepec,8.0,2.992
2013,oaxaca,villa de tututepec,25.0,18.854
2013,oaxaca,villa de etla,9.0,23.445
2013,oaxaca,san pedro y san pablo teposcolula,6.0,1.636
2013,oaxaca,san sebastian abasolo,5.0,0.621
2013,oaxaca,san sebastian tutla,3.0,4.677
2013,oaxaca,santa cruz zenzontepec,4.0,1.346
2013,oaxaca,heroica ciudad de tlaxiaco,21.0,27.028
2013,oaxaca,ayoquezco de aldama,9.0,2.317
2013,oaxaca,santa maria colotepec,3.0,0.708
2013,oaxaca,santa maria huazolotitlan,4.0,1.116
2013,oaxaca,santa maria jalapa del marques,7.0,3.4240000000000004
2013,oaxaca,santa maria tlahuitoltepec,4.0,0.551
2013,oaxaca,santa maria tonameca,6.0,0.396
2013,oaxaca,santiago chazumba,3.0,0.545
2013,oaxaca,santiago choapam,3.0,0.853
2013,oaxaca,santiago huajolotitlan,3.0,0.204
2013,oaxaca,santiago jamiltepec,9.0,14.63
2013,oaxaca,santiago juxtlahuaca,23.0,20.894
2013,oaxaca,santiago matatlan,6.0,1.788
2013,oaxaca,santiago pinotepa nacional,26.0,55.474
2013,oaxaca,santo domingo ingenio,4.0,1.447
2013,oaxaca,santo domingo petapa,4.0,2.157
2013,oaxaca,santo domingo tehuantepec,20.0,24.004
2013,oaxaca,santo domingo tonala,5.0,2.09
2013,oaxaca,santo domingo zanatepec,7.0,3.802
2013,oaxaca,silacayoapam,4.0,1.805
2013,oaxaca,"heroica villa tezoatlan de segura y luna, cuna de la independencia de oaxaca",3.0,1.563
2013,oaxaca,san jeronimo tlacochahuaya,3.0,0.149
2013,oaxaca,tlalixtac de cabrera,4.0,0.452
2013,oaxaca,union hidalgo,7.0,2.306
2013,oaxaca,san juan bautista valle nacional,6.0,4.546
2013,oaxaca,villa de zaachila,15.0,8.183
2013,oaxaca,zimatlan de alvarez,17.0,14.843
2013,puebla,acajete,30.0,9.394
2013,puebla,acatlan,25.0,23.353
2013,puebla,ajalpan,11.0,8.476
2013,puebla,altepexi,10.0,2.672
2013,puebla,amozoc,54.0,59.294
2013,puebla,atempan,7.0,3.706
2013,puebla,atlixco,63.0,122.199
2013,puebla,atoyatempan,10.0,1.3
2013,puebla,ayotoxco de guerrero,6.0,1.881
2013,puebla,calpan,7.0,0.974
2013,puebla,coronango,21.0,4.428
2013,puebla,cuapiaxtla de madero,5.0,1.452
2013,puebla,cuautlancingo,25.0,7.144
2013,puebla,cuetzalan del progreso,11.0,12.565000000000001
2013,puebla,chalchicomula de sesma,18.0,33.674
2013,puebla,chiautla,17.0,6.915
2013,puebla,chiconcuautla,3.0,0.361
2013,puebla,chietla,24.0,6.775
2013,puebla,chignahuapan,20.0,17.796
2013,puebla,honey,5.0,0.483
2013,puebla,chilchotla,8.0,1.139
2013,puebla,huauchinango,37.0,51.087
2013,puebla,huehuetla,4.0,1.282
2013,puebla,huehuetlan el chico,8.0,1.324
2013,puebla,huejotzingo,38.0,28.257
2013,puebla,hueyapan,5.0,1.036
2013,puebla,hueytamalco,8.0,3.173
2013,puebla,huitzilan de serdan,3.0,0.156
2013,puebla,ixcaquixtla,5.0,1.302
2013,puebla,izucar de matamoros,51.0,74.094
2013,puebla,jopala,6.0,2.218
2013,puebla,juan c. bonilla,8.0,2.181
2013,puebla,molcaxac,5.0,0.948
2013,puebla,canada morelos,4.0,1.084
2013,puebla,ocoyucan,9.0,1.816
2013,puebla,oriental,8.0,3.365
2013,puebla,palmar de bravo,13.0,3.338
2013,puebla,pantepec,10.0,2.25
2013,puebla,puebla,725.0,3810.272
2013,puebla,quecholac,21.0,3.667
2013,puebla,quimixtlan,3.0,1.619
2013,puebla,rafael lara grajales,16.0,6.220000000000001
2013,puebla,los reyes de juarez,9.0,7.777
2013,puebla,san andres cholula,61.0,238.59300000000002
2013,puebla,san felipe teotlalcingo,6.0,2.95
2013,puebla,san juan atenco,3.0,0.131
2013,puebla,san martin texmelucan,123.0,176.26
2013,puebla,san miguel xoxtla,8.0,2.895
2013,puebla,san nicolas buenos aires,6.0,2.031
2013,puebla,san pedro cholula,77.0,277.727
2013,puebla,san salvador el seco,13.0,9.589
2013,puebla,san salvador el verde,19.0,5.5329999999999995
2013,puebla,san salvador huixcolotla,15.0,6.801
2013,puebla,huehuetlan el grande,5.0,1.385
2013,puebla,tecali de herrera,5.0,0.711
2013,puebla,tecamachalco,26.0,71.457
2013,puebla,tehuacan,96.0,339.737
2013,puebla,tehuitzingo,4.0,1.506
2013,puebla,tepanco de lopez,4.0,0.219
2013,puebla,tepatlaxco de hidalgo,12.0,1.959
2013,puebla,tepeaca,31.0,673.451
2013,puebla,tepeojuma,3.0,0.761
2013,puebla,tepexi de rodriguez,6.0,5.269
2013,puebla,tetela de ocampo,8.0,5.798
2013,puebla,teteles de avila castillo,4.0,1.737
2013,puebla,teziutlan,41.0,137.007
2013,puebla,tlacotepec de benito juarez,17.0,14.271
2013,puebla,tlacuilotepec,6.0,0.447
2013,puebla,tlachichuca,5.0,2.7
2013,puebla,tlahuapan,14.0,3.955
2013,puebla,tlaola,7.0,0.625
2013,puebla,tlapanala,3.0,1.122
2013,puebla,tlatlauquitepec,19.0,10.825
2013,puebla,tlaxco,4.0,0.66
2013,puebla,tochtepec,13.0,2.733
2013,puebla,tulcingo,15.0,6.731
2013,puebla,venustiano carranza,19.0,6.0
2013,puebla,xicotepec,52.0,51.287
2013,puebla,xiutetelco,13.0,2.704
2013,puebla,yehualtepec,11.0,2.207
2013,puebla,zacapala,3.0,0.602
2013,puebla,zacapoaxtla,15.0,23.317
2013,puebla,zacatlan,31.0,48.842000000000006
2013,puebla,zaragoza,10.0,4.039
2013,puebla,zautla,7.0,0.892
2013,puebla,zinacatepec,12.0,4.208
2013,puebla,zoquitlan,5.0,0.864
2013,queretaro,amealco de bonfil,14.0,9.672
2013,queretaro,arroyo seco,3.0,0.436
2013,queretaro,cadereyta de montes,19.0,56.15
2013,queretaro,corregidora,72.0,236.189
2013,queretaro,ezequiel montes,21.0,28.573
2013,queretaro,huimilpan,6.0,9.255
2013,queretaro,jalpan de serra,17.0,25.029
2013,queretaro,el marques,28.0,9.271
2013,queretaro,pedro escobedo,28.0,37.26
2013,queretaro,queretaro,401.0,1637.355
2013,queretaro,san joaquin,4.0,2.96
2013,queretaro,san juan del rio,110.0,231.738
2013,queretaro,tequisquiapan,29.0,49.946
2013,queretaro,toliman,8.0,4.163
2013,quintana roo,cozumel,26.0,74.7
2013,quintana roo,felipe carrillo puerto,17.0,36.412
2013,quintana roo,othon p. blanco,101.0,378.439
2013,quintana roo,benito juarez,216.0,1084.862
2013,quintana roo,lazaro cardenas,6.0,3.806
2013,quintana roo,solidaridad,102.0,437.634
2013,quintana roo,tulum,9.0,37.433
2013,quintana roo,bacalar,6.0,3.58
2013,san luis potosi,ahualulco,8.0,4.755
2013,san luis potosi,cardenas,12.0,14.963
2013,san luis potosi,cedral,4.0,2.756
2013,san luis potosi,ciudad del maiz,10.0,15.193
2013,san luis potosi,ciudad fernandez,10.0,11.175
2013,san luis potosi,tancanhuitz,6.0,4.9719999999999995
2013,san luis potosi,ciudad valles,44.0,154.733
2013,san luis potosi,ebano,12.0,30.927
2013,san luis potosi,matehuala,26.0,92.23500000000001
2013,san luis potosi,mexquitic de carmona,3.0,0.919
2013,san luis potosi,moctezuma,8.0,6.958
2013,san luis potosi,rioverde,29.0,118.16300000000001
2013,san luis potosi,salinas,11.0,9.168
2013,san luis potosi,san luis potosi,266.0,1706.923
2013,san luis potosi,santa maria del rio,7.0,26.662
2013,san luis potosi,san vicente tancuayalab,4.0,1.3
2013,san luis potosi,soledad de graciano sanchez,62.0,189.206
2013,san luis potosi,tamasopo,8.0,5.228
2013,san luis potosi,tamazunchale,27.0,71.691
2013,san luis potosi,tamuin,5.0,6.187
2013,san luis potosi,tanquian de escobedo,6.0,7.55
2013,san luis potosi,venado,7.0,8.918
2013,san luis potosi,villa de arriaga,6.0,2.175
2013,san luis potosi,villa de ramos,26.0,7.6899999999999995
2013,san luis potosi,villa de reyes,10.0,3.367
2013,san luis potosi,villa hidalgo,6.0,1.624
2013,san luis potosi,villa juarez,3.0,1.997
2013,san luis potosi,axtla de terrazas,9.0,17.983
2013,san luis potosi,xilitla,5.0,13.716
2013,san luis potosi,villa de arista,7.0,6.864
2013,san luis potosi,matlapa,7.0,13.84
2013,san luis potosi,el naranjo,9.0,20.916
2013,sinaloa,ahome,153.0,523.0840000000001
2013,sinaloa,angostura,16.0,14.677
2013,sinaloa,concordia,6.0,3.774
2013,sinaloa,cosala,10.0,28.784
2013,sinaloa,culiacan,408.0,2005.041
2013,sinaloa,choix,6.0,6.923
2013,sinaloa,elota,16.0,48.399
2013,sinaloa,escuinapa,28.0,56.07899999999999
2013,sinaloa,el fuerte,36.0,42.72
2013,sinaloa,guasave,107.0,273.158
2013,sinaloa,mazatlan,214.0,1108.907
2013,sinaloa,mocorito,12.0,8.375
2013,sinaloa,rosario,19.0,57.512
2013,sinaloa,salvador alvarado,54.0,153.013
2013,sinaloa,sinaloa,16.0,12.679
2013,sinaloa,navolato,43.0,121.725
2013,sonora,aconchi,4.0,1.76
2013,sonora,agua prieta,40.0,104.937
2013,sonora,arizpe,4.0,0.72
2013,sonora,baviacora,3.0,2.156
2013,sonora,caborca,26.0,100.72999999999999
2013,sonora,cajeme,157.0,648.83
2013,sonora,cananea,10.0,23.484
2013,sonora,empalme,10.0,26.275
2013,sonora,etchojoa,14.0,6.477
2013,sonora,guaymas,36.0,191.63299999999998
2013,sonora,hermosillo,357.0,1271.98
2013,sonora,huatabampo,24.0,71.471
2013,sonora,imuris,6.0,7.0760000000000005
2013,sonora,magdalena,16.0,43.579
2013,sonora,navojoa,43.0,191.57799999999997
2013,sonora,nogales,85.0,329.122
2013,sonora,puerto penasco,47.0,102.487
2013,sonora,rosario,4.0,1.457
2013,sonora,san luis rio colorado,99.0,308.631
2013,sonora,santa ana,9.0,5.844
2013,sonora,general plutarco elias calles,9.0,13.777000000000001
2013,sonora,benito juarez,3.0,3.639
2013,sonora,san ignacio rio muerto,5.0,2.332
2013,tabasco,balancan,17.0,36.057
2013,tabasco,cardenas,83.0,282.92400000000004
2013,tabasco,centla,27.0,70.812
2013,tabasco,centro,238.0,1522.8220000000001
2013,tabasco,comalcalco,71.0,272.509
2013,tabasco,cunduacan,23.0,76.92699999999999
2013,tabasco,emiliano zapata,18.0,31.021
2013,tabasco,huimanguillo,38.0,154.14100000000002
2013,tabasco,jalpa de mendez,20.0,60.528
2013,tabasco,jonuta,5.0,21.022
2013,tabasco,macuspana,55.0,156.672
2013,tabasco,nacajuca,15.0,59.603
2013,tabasco,paraiso,30.0,138.559
2013,tabasco,tacotalpa,11.0,18.506
2013,tabasco,teapa,15.0,62.185
2013,tamaulipas,abasolo,3.0,0.677
2013,tamaulipas,aldama,7.0,9.698
2013,tamaulipas,altamira,48.0,128.666
2013,tamaulipas,camargo,12.0,5.167
2013,tamaulipas,ciudad madero,52.0,311.485
2013,tamaulipas,gonzalez,21.0,30.64
2013,tamaulipas,gustavo diaz ordaz,5.0,1.961
2013,tamaulipas,hidalgo,4.0,1.696
2013,tamaulipas,llera,4.0,1.101
2013,tamaulipas,el mante,39.0,147.30700000000002
2013,tamaulipas,matamoros,160.0,901.793
2013,tamaulipas,miguel aleman,11.0,128.117
2013,tamaulipas,nuevo laredo,139.0,969.786
2013,tamaulipas,padilla,8.0,2.567
2013,tamaulipas,reynosa,255.0,1446.8629999999998
2013,tamaulipas,rio bravo,90.0,280.702
2013,tamaulipas,san fernando,16.0,73.137
2013,tamaulipas,soto la marina,5.0,11.581
2013,tamaulipas,tampico,143.0,720.2570000000001
2013,tamaulipas,tula,9.0,5.853
2013,tamaulipas,valle hermoso,19.0,98.325
2013,tamaulipas,victoria,91.0,663.4830000000001
2013,tamaulipas,xicotencatl,5.0,8.259
2013,tlaxcala,apetatitlan de antonio carvajal,7.0,1.24
2013,tlaxcala,apizaco,59.0,250.68400000000003
2013,tlaxcala,el carmen tequexquitla,8.0,3.851
2013,tlaxcala,cuapiaxtla,7.0,2.745
2013,tlaxcala,chiautempan,60.0,139.375
2013,tlaxcala,huamantla,39.0,85.55199999999999
2013,tlaxcala,hueyotlipan,8.0,3.039
2013,tlaxcala,ixtacuixtla de mariano matamoros,19.0,3.319
2013,tlaxcala,mazatecochco de jose maria morelos,5.0,3.538
2013,tlaxcala,contla de juan cuamatzi,16.0,4.396
2013,tlaxcala,tepetitla de lardizabal,11.0,2.435
2013,tlaxcala,nativitas,15.0,5.201
2013,tlaxcala,panotla,12.0,4.783
2013,tlaxcala,san pablo del monte,31.0,18.087
2013,tlaxcala,santa cruz tlaxcala,14.0,3.714
2013,tlaxcala,tenancingo,6.0,0.689
2013,tlaxcala,teolocholco,15.0,6.494
2013,tlaxcala,terrenate,7.0,0.601
2013,tlaxcala,tetla de la solidaridad,9.0,1.23
2013,tlaxcala,tlaxcala,51.0,234.358
2013,tlaxcala,tlaxco,10.0,4.939
2013,tlaxcala,totolac,4.0,1.109
2013,tlaxcala,xaloztoc,7.0,4.365
