Año Censal,Entidad,Municipio,farms,Total_Ingresos_Millones
2008,guerrero,taxco de alarcon,36.0,60.48
2008,guerrero,tecoanapa,4.0,4.312
2008,guerrero,tecpan de galeana,30.0,61.17400000000001
2008,guerrero,teloloapan,10.0,11.56
2008,guerrero,tepecoacuilco de trujano,10.0,1.718
2008,guerrero,tixtla de guerrero,6.0,6.549
2008,guerrero,tlacoachistlahuaca,3.0,0.677
2008,guerrero,tlapa de comonfort,22.0,23.735
2008,guerrero,tlapehuala,11.0,5.585
2008,guerrero,la union de isidoro montes de oca,8.0,2.064
2008,guerrero,xochistlahuaca,5.0,1.683
2008,guerrero,zirandaro,3.0,3.163
2008,guerrero,zitlala,3.0,0.83
2008,guerrero,eduardo neri,11.0,8.444
2008,guerrero,marquelia,8.0,6.327
2008,guerrero,iliatenco,4.0,1.265
2008,hidalgo,acaxochitlan,9.0,3.134
2008,hidalgo,actopan,31.0,63.325
2008,hidalgo,ajacuba,7.0,1.185
2008,hidalgo,almoloya,3.0,1.343
2008,hidalgo,apan,19.0,17.85
2008,hidalgo,atlapexco,7.0,1.361
2008,hidalgo,atotonilco el grande,16.0,19.675
2008,hidalgo,atotonilco de tula,17.0,9.955
2008,hidalgo,calnali,12.0,2.004
2008,hidalgo,cardonal,3.0,0.35
2008,hidalgo,cuautepec de hinojosa,16.0,14.792
2008,hidalgo,epazoyucan,4.0,0.409
2008,hidalgo,francisco i. madero,16.0,9.936
2008,hidalgo,huautla,3.0,1.109
2008,hidalgo,huehuetla,5.0,1.865
2008,hidalgo,huejutla de reyes,40.0,78.369
2008,hidalgo,huichapan,22.0,11.986
2008,hidalgo,ixmiquilpan,37.0,51.04
2008,hidalgo,jacala de ledezma,9.0,5.477
2008,hidalgo,metepec,4.0,2.39
2008,hidalgo,san agustin metzquititlan,4.0,1.053
2008,hidalgo,metztitlan,8.0,1.908
2008,hidalgo,mineral del monte,5.0,2.354
2008,hidalgo,mixquiahuala de juarez,18.0,8.662
2008,hidalgo,san felipe orizatlan,4.0,10.872
2008,hidalgo,pachuca de soto,187.0,593.678
2008,hidalgo,pisaflores,7.0,1.708
2008,hidalgo,progreso de obregon,12.0,12.925
2008,hidalgo,mineral de la reforma,44.0,66.21600000000001
2008,hidalgo,san agustin tlaxiaca,5.0,3.548
2008,hidalgo,tepeapulco,24.0,11.505
2008,hidalgo,tepehuacan de guerrero,3.0,0.332
2008,hidalgo,tetepango,4.0,0.961
2008,hidalgo,villa de tezontepec,8.0,4.635
2008,hidalgo,tezontepec de aldama,21.0,10.654
2008,hidalgo,tizayuca,36.0,15.402999999999999
2008,hidalgo,tlanchinol,4.0,4.88
2008,hidalgo,tlaxcoapan,25.0,14.266
2008,hidalgo,tula de allende,35.0,89.846
2008,hidalgo,tulancingo de bravo,88.0,193.05100000000002
2008,hidalgo,zacualtipan de angeles,16.0,12.572
2008,hidalgo,zapotlan de juarez,11.0,3.258
2008,hidalgo,zimapan,11.0,18.794
2008,jalisco,acatic,5.0,1.996
2008,jalisco,acatlan de juarez,9.0,3.128
2008,jalisco,ahualulco de mercado,14.0,9.056
2008,jalisco,amacueca,3.0,0.427
2008,jalisco,amatitan,6.0,5.781
2008,jalisco,ameca,18.0,40.01
2008,jalisco,san juanito de escobedo,6.0,2.018
2008,jalisco,arandas,39.0,100.947
2008,jalisco,el arenal,9.0,5.465
2008,jalisco,atotonilco el alto,27.0,115.384
2008,jalisco,autlan de navarro,24.0,84.64500000000001
2008,jalisco,ayotlan,16.0,4.923
2008,jalisco,ayutla,6.0,3.839
2008,jalisco,la barca,36.0,86.39699999999999
2008,jalisco,casimiro castillo,9.0,3.313
2008,jalisco,cihuatlan,26.0,53.803
2008,jalisco,zapotlan el grande,33.0,145.224
2008,jalisco,cocula,6.0,39.734
2008,jalisco,colotlan,8.0,7.93
2008,jalisco,cuautitlan de garcia barragan,3.0,1.691
2008,jalisco,cuquio,8.0,4.203
2008,jalisco,chapala,29.0,11.323
2008,jalisco,chiquilistlan,5.0,3.361
2008,jalisco,degollado,10.0,12.328
2008,jalisco,encarnacion de diaz,21.0,55.866
2008,jalisco,etzatlan,12.0,4.953
2008,jalisco,guadalajara,875.0,3737.883
2008,jalisco,huejucar,4.0,0.789
2008,jalisco,huejuquilla el alto,3.0,2.395
2008,jalisco,la huerta,9.0,1.307
2008,jalisco,ixtlahuacan de los membrillos,13.0,3.55
2008,jalisco,ixtlahuacan del rio,8.0,7.201
2008,jalisco,jalostotitlan,14.0,19.921
2008,jalisco,jamay,7.0,2.273
2008,jalisco,jesus maria,5.0,14.117
2008,jalisco,jocotepec,16.0,18.486
2008,jalisco,lagos de moreno,47.0,132.376
2008,jalisco,magdalena,8.0,3.756
2008,jalisco,mascota,11.0,7.095
2008,jalisco,mazamitla,9.0,4.769
2008,jalisco,ocotlan,52.0,118.286
2008,jalisco,ojuelos de jalisco,9.0,13.113
2008,jalisco,poncitlan,14.0,8.093
2008,jalisco,puerto vallarta,92.0,653.998
2008,jalisco,villa purificacion,5.0,1.317
2008,jalisco,el salto,61.0,18.358
2008,jalisco,san juan de los lagos,25.0,93.247
2008,jalisco,san julian,6.0,3.019
2008,jalisco,san marcos,4.0,1.478
2008,jalisco,san martin de bolanos,3.0,0.718
2008,jalisco,san martin hidalgo,11.0,5.51
2008,jalisco,san miguel el alto,15.0,9.331
2008,jalisco,gomez farias,7.0,1.25
2008,jalisco,sayula,10.0,5.706
2008,jalisco,tala,18.0,56.968
2008,jalisco,talpa de allende,15.0,5.814
2008,jalisco,tamazula de gordiano,23.0,19.945999999999998
2008,jalisco,tapalpa,7.0,5.12
2008,jalisco,tecalitlan,6.0,1.748
2008,jalisco,tecolotlan,14.0,6.23
2008,jalisco,tenamaxtlan,5.0,1.778
2008,jalisco,teocuitatlan de corona,11.0,2.831
2008,jalisco,tepatitlan de morelos,64.0,292.826
2008,jalisco,tequila,6.0,6.593
2008,jalisco,tizapan el alto,6.0,4.583
2008,jalisco,tlajomulco de zuniga,120.0,242.34199999999998
2008,jalisco,san pedro tlaquepaque,218.0,415.197
2008,jalisco,toliman,3.0,0.665
2008,jalisco,tomatlan,12.0,3.552
2008,jalisco,tonala,172.0,350.381
2008,jalisco,tonaya,7.0,5.544
2008,jalisco,tonila,5.0,1.945
2008,jalisco,tuxcueca,3.0,0.695
2008,jalisco,tuxpan,14.0,5.412
2008,jalisco,union de tula,11.0,7.679
2008,jalisco,villa corona,9.0,2.628
2008,jalisco,villa guerrero,7.0,4.164
2008,jalisco,villa hidalgo,10.0,27.062
2008,jalisco,yahualica de gonzalez gallo,13.0,42.668000000000006
2008,jalisco,zacoalco de torres,14.0,12.155000000000001
2008,jalisco,zapopan,468.0,2322.397
2008,jalisco,zapotiltic,11.0,10.789
2008,jalisco,zapotlan del rey,3.0,1.425
2008,jalisco,zapotlanejo,21.0,13.423
2008,jalisco,san ignacio cerro gordo,9.0,6.57
2008,mexico,acambay de ruiz castaneda,15.0,5.973
2008,mexico,acolman,63.0,20.57
2008,mexico,aculco,8.0,6.302
2008,mexico,almoloya de alquisiras,5.0,1.231
2008,mexico,almoloya de juarez,16.0,7.036
2008,mexico,almoloya del rio,7.0,3.849
2008,mexico,amecameca,17.0,13.431
2008,mexico,apaxco,13.0,7.527
2008,mexico,atizapan de zaragoza,240.0,271.446
2008,mexico,atlacomulco,38.0,112.90199999999999
2008,mexico,axapusco,15.0,3.153
2008,mexico,calimaya,19.0,7.278
2008,mexico,capulhuac,20.0,14.234
2008,mexico,coacalco de berriozabal,135.0,190.15800000000002
2008,mexico,coyotepec,23.0,12.195
2008,mexico,cuautitlan,45.0,66.485
2008,mexico,chalco,159.0,141.916
2008,mexico,chapultepec,8.0,1.792
2008,mexico,chiautla,11.0,13.841
2008,mexico,chicoloapan,110.0,41.432
2008,mexico,chimalhuacan,328.0,127.956
2008,mexico,ecatepec de morelos,1012.0,579.241
2008,mexico,huehuetoca,29.0,16.583
2008,mexico,hueypoxtla,11.0,3.992
2008,mexico,huixquilucan,67.0,273.544
2008,mexico,ixtapaluca,229.0,106.09700000000001
2008,mexico,ixtapan de la sal,18.0,16.319
2008,mexico,ixtapan del oro,3.0,0.504
2008,mexico,ixtlahuaca,36.0,20.756
2008,mexico,jaltenco,14.0,3.815
2008,mexico,jilotepec,30.0,52.435
2008,mexico,jiquipilco,9.0,3.668
2008,mexico,jocotitlan,22.0,8.735
2008,mexico,juchitepec,23.0,5.712
2008,mexico,lerma,37.0,17.856
2008,mexico,malinalco,6.0,1.579
2008,mexico,melchor ocampo,31.0,8.376
2008,mexico,metepec,83.0,342.269
2008,mexico,naucalpan de juarez,365.0,1126.235
2008,mexico,nezahualcoyotl,736.0,645.385
2008,mexico,nextlalpan,11.0,2.622
2008,mexico,nicolas romero,155.0,101.42200000000001
2008,mexico,nopaltepec,6.0,1.071
2008,mexico,ocoyoacac,36.0,22.545
2008,mexico,el oro,6.0,5.267
2008,mexico,otumba,23.0,9.852
2008,mexico,otzoloapan,4.0,0.531
2008,mexico,ozumba,17.0,5.375
2008,mexico,la paz,157.0,83.703
2008,mexico,san felipe del progreso,7.0,1.42
2008,mexico,san martin de las piramides,13.0,4.961
2008,mexico,san mateo atenco,30.0,58.67400000000001
2008,mexico,santo tomas,3.0,1.601
2008,mexico,tecamac,207.0,102.5
2008,mexico,tejupilco,30.0,31.024
2008,mexico,temamatla,5.0,1.058
2008,mexico,temascalapa,24.0,11.053
2008,mexico,temascalcingo,18.0,8.193
2008,mexico,tenancingo,35.0,78.33
2008,mexico,tenango del aire,5.0,0.971
2008,mexico,tenango del valle,45.0,60.476
2008,mexico,teoloyucan,49.0,14.145999999999999
2008,mexico,teotihuacan,28.0,31.906
2008,mexico,tepetlixpa,13.0,5.763999999999999
2008,mexico,tepotzotlan,37.0,26.631
2008,mexico,tequixquiac,17.0,4.001
2008,mexico,texcaltitlan,8.0,1.505
2008,mexico,texcalyacac,3.0,1.197
2008,mexico,texcoco,118.0,164.94799999999998
2008,mexico,tezoyuca,16.0,4.943
2008,mexico,tianguistenco,43.0,15.804
2008,mexico,tlalmanalco,22.0,10.609
2008,mexico,tlalnepantla de baz,340.0,630.175
2008,mexico,tlatlaya,6.0,0.951
2008,mexico,toluca,309.0,946.988
2008,mexico,tonatico,9.0,3.258
2008,mexico,tultepec,61.0,27.175
2008,mexico,tultitlan,234.0,188.907
2008,mexico,valle de bravo,23.0,44.47
2008,mexico,villa de allende,6.0,0.603
2008,mexico,villa guerrero,11.0,7.014
2008,mexico,xonacatlan,22.0,10.531
2008,mexico,zacazonapan,4.0,1.822
2008,mexico,zacualpan,3.0,0.909
2008,mexico,zinacantepec,39.0,25.116
2008,mexico,zumpango,55.0,75.179
2008,mexico,cuautitlan izcalli,187.0,468.36899999999997
2008,mexico,valle de chalco solidaridad,222.0,123.578
2008,mexico,luvianos,7.0,2.543
2008,mexico,san jose del rincon,9.0,2.41
2008,michoacan de ocampo,acuitzio,8.0,3.272
2008,michoacan de ocampo,aguililla,6.0,2.719
2008,michoacan de ocampo,alvaro obregon,7.0,11.988
2008,michoacan de ocampo,angamacutiro,8.0,2.049
2008,michoacan de ocampo,angangueo,8.0,0.932
2008,michoacan de ocampo,apatzingan,54.0,194.482
2008,michoacan de ocampo,ario,23.0,10.541
2008,michoacan de ocampo,arteaga,8.0,3.759
2008,michoacan de ocampo,buenavista,16.0,13.697
2008,michoacan de ocampo,caracuaro,4.0,0.372
2008,michoacan de ocampo,coeneo,5.0,3.768
2008,michoacan de ocampo,cotija,16.0,26.119999999999997
2008,michoacan de ocampo,cuitzeo,15.0,5.291
2008,michoacan de ocampo,chavinda,5.0,3.163
2008,michoacan de ocampo,cheran,31.0,11.472000000000001
2008,michoacan de ocampo,chilchota,12.0,5.299
2008,michoacan de ocampo,chucandiro,6.0,1.826
2008,michoacan de ocampo,churintzio,5.0,4.361
2008,michoacan de ocampo,churumuco,8.0,2.937
2008,michoacan de ocampo,ecuandureo,7.0,3.394
2008,michoacan de ocampo,erongaricuaro,8.0,0.881
2008,michoacan de ocampo,gabriel zamora,8.0,7.309
2008,michoacan de ocampo,hidalgo,59.0,106.968
2008,michoacan de ocampo,la huacana,13.0,7.394
2008,michoacan de ocampo,huaniqueo,5.0,1.303
2008,michoacan de ocampo,huetamo,31.0,44.849000000000004
2008,michoacan de ocampo,huiramba,3.0,0.317
2008,michoacan de ocampo,indaparapeo,5.0,4.308
2008,michoacan de ocampo,jacona,26.0,51.194
2008,michoacan de ocampo,jimenez,9.0,1.901
2008,michoacan de ocampo,jiquilpan,27.0,40.789
2008,michoacan de ocampo,lagunillas,6.0,1.298
2008,michoacan de ocampo,madero,8.0,3.338
2008,michoacan de ocampo,maravatio,26.0,44.724000000000004
2008,michoacan de ocampo,lazaro cardenas,71.0,120.911
2008,michoacan de ocampo,morelia,431.0,1128.921
2008,michoacan de ocampo,morelos,9.0,1.7730000000000001
2008,michoacan de ocampo,mugica,18.0,34.437
2008,michoacan de ocampo,nuevo parangaricutiro,22.0,6.467
2008,michoacan de ocampo,panindicuaro,6.0,1.601
2008,michoacan de ocampo,paracho,27.0,11.549000000000001
2008,michoacan de ocampo,patzcuaro,53.0,104.138
2008,michoacan de ocampo,penjamillo,5.0,10.027
2008,michoacan de ocampo,periban,10.0,11.143
2008,michoacan de ocampo,la piedad,73.0,210.96099999999998
2008,michoacan de ocampo,purepero,10.0,33.136
2008,michoacan de ocampo,puruandiro,36.0,148.17
2008,michoacan de ocampo,querendaro,11.0,6.38
2008,michoacan de ocampo,quiroga,14.0,3.026
2008,michoacan de ocampo,los reyes,36.0,120.55000000000001
2008,michoacan de ocampo,sahuayo,45.0,127.619
2008,michoacan de ocampo,san lucas,6.0,0.986
2008,michoacan de ocampo,santa ana maya,9.0,8.11
2008,michoacan de ocampo,salvador escalante,16.0,7.554
2008,michoacan de ocampo,tacambaro,28.0,39.374
2008,michoacan de ocampo,tancitaro,8.0,15.071
2008,michoacan de ocampo,tangancicuaro,14.0,9.459
2008,michoacan de ocampo,tanhuato,9.0,1.681
2008,michoacan de ocampo,tarimbaro,16.0,5.128
2008,michoacan de ocampo,tepalcatepec,17.0,16.026
2008,michoacan de ocampo,tinguindin,8.0,5.974
2008,michoacan de ocampo,tlalpujahua,9.0,5.884
2008,michoacan de ocampo,tlazazalca,6.0,7.344
2008,michoacan de ocampo,tumbiscatio,4.0,1.431
2008,michoacan de ocampo,turicato,18.0,5.158
2008,michoacan de ocampo,tuxpan,16.0,10.042
2008,michoacan de ocampo,tuzantla,6.0,1.292
2008,michoacan de ocampo,uruapan,183.0,379.231
2008,michoacan de ocampo,venustiano carranza,11.0,4.386
2008,michoacan de ocampo,vista hermosa,7.0,2.963
2008,michoacan de ocampo,yurecuaro,15.0,6.066
2008,michoacan de ocampo,zacapu,31.0,83.274
2008,michoacan de ocampo,zamora,114.0,360.986
2008,michoacan de ocampo,zinapecuaro,25.0,31.319
2008,michoacan de ocampo,zitacuaro,60.0,238.149
2008,michoacan de ocampo,jose sixto verduzco,14.0,3.87
2008,morelos,atlatlahucan,8.0,7.356
2008,morelos,axochiapan,21.0,38.022000000000006
2008,morelos,cuautla,118.0,258.921
2008,morelos,cuernavaca,181.0,598.8399999999999
2008,morelos,emiliano zapata,21.0,40.441
2008,morelos,huitzilac,13.0,3.007
2008,morelos,jantetelco,8.0,4.428
2008,morelos,jiutepec,70.0,85.186
2008,morelos,jojutla,32.0,83.452
2008,morelos,jonacatepec de leandro valle,6.0,1.709
2008,morelos,mazatepec,4.0,3.849
2008,morelos,miacatlan,9.0,5.286
2008,morelos,ocuituco,8.0,1.595
2008,morelos,puente de ixtla,23.0,17.029
2008,morelos,temixco,47.0,63.617
2008,morelos,tepalcingo,19.0,7.047
2008,morelos,tepoztlan,12.0,22.79
2008,morelos,tetela del volcan,8.0,2.179
2008,morelos,tlaltizapan de zapata,17.0,9.381
2008,morelos,tlaquiltenango,8.0,2.403
2008,morelos,totolapan,5.0,2.591
2008,morelos,xochitepec,16.0,13.995
2008,morelos,yautepec,49.0,39.824999999999996
2008,morelos,yecapixtla,18.0,8.804
2008,morelos,zacatepec,11.0,7.909
2008,morelos,zacualpan de amilpas,5.0,1.935
2008,morelos,temoac,5.0,1.982
2008,nayarit,acaponeta,7.0,42.972
2008,nayarit,compostela,42.0,90.475
2008,nayarit,ixtlan del rio,22.0,64.649
2008,nayarit,jala,8.0,1.574
2008,nayarit,xalisco,14.0,31.778
2008,nayarit,ruiz,10.0,3.66
2008,nayarit,santiago ixcuintla,33.0,97.43499999999999
2008,nayarit,tecuala,19.0,62.113
2008,nayarit,tepic,155.0,585.66
2008,nayarit,tuxpan,9.0,16.511
2008,nayarit,bahia de banderas,53.0,193.398
2008,nuevo leon,allende,8.0,6.58
2008,nuevo leon,anahuac,11.0,17.885
2008,nuevo leon,apodaca,94.0,469.60299999999995
2008,nuevo leon,aramberri,3.0,1.019
2008,nuevo leon,cadereyta jimenez,23.0,161.886
2008,nuevo leon,el carmen,3.0,1.654
2008,nuevo leon,cerralvo,4.0,2.616
2008,nuevo leon,china,5.0,3.99
2008,nuevo leon,doctor arroyo,9.0,6.394
2008,nuevo leon,galeana,4.0,2.081
2008,nuevo leon,garcia,13.0,47.263000000000005
2008,nuevo leon,san pedro garza garcia,35.0,371.44100000000003
2008,nuevo leon,general escobedo,65.0,165.46200000000002
2008,nuevo leon,general zaragoza,3.0,0.777
2008,nuevo leon,guadalupe,159.0,1312.557
2008,nuevo leon,juarez,35.0,96.727
2008,nuevo leon,lampazos de naranjo,6.0,1.223
2008,nuevo leon,linares,13.0,46.698
2008,nuevo leon,monterrey,373.0,2327.401
2008,nuevo leon,pesqueria,4.0,0.922
2008,nuevo leon,sabinas hidalgo,12.0,55.59
2008,nuevo leon,salinas victoria,5.0,1.188
2008,nuevo leon,san nicolas de los garza,129.0,720.8580000000001
2008,nuevo leon,santa catarina,45.0,172.111
2008,nuevo leon,santiago,9.0,18.034
2008,oaxaca,asuncion nochixtlan,7.0,3.358
2008,oaxaca,cienega de zimatlan,3.0,0.514
2008,oaxaca,ciudad ixtepec,6.0,5.174
2008,oaxaca,cosolapa,7.0,1.625
2008,oaxaca,chalcatongo de hidalgo,6.0,1.144
2008,oaxaca,el espinal,5.0,1.713
2008,oaxaca,mesones hidalgo,3.0,0.495
2008,oaxaca,heroica ciudad de huajuapan de leon,40.0,91.96900000000001
2008,oaxaca,huautla de jimenez,8.0,2.719
2008,oaxaca,heroica ciudad de juchitan de zaragoza,50.0,135.188
2008,oaxaca,loma bonita,11.0,15.807
2008,oaxaca,magdalena tequisistlan,3.0,0.49
2008,oaxaca,mariscala de juarez,5.0,1.64
2008,oaxaca,miahuatlan de porfirio diaz,15.0,32.24
2008,oaxaca,nazareno etla,5.0,1.002
2008,oaxaca,oaxaca de juarez,179.0,849.109
2008,oaxaca,ocotlan de morelos,12.0,25.815
2008,oaxaca,putla villa de guerrero,13.0,13.64
2008,oaxaca,reforma de pineda,3.0,1.103
2008,oaxaca,salina cruz,26.0,41.36
2008,oaxaca,san agustin de las juntas,4.0,2.701
2008,oaxaca,san bartolo coyotepec,6.0,1.867
2008,oaxaca,san blas atempa,3.0,1.068
2008,oaxaca,san cristobal lachirioag,3.0,0.353
2008,oaxaca,san felipe usila,7.0,0.844
2008,oaxaca,san francisco ixhuatan,7.0,5.533
2008,oaxaca,san gabriel mixtepec,3.0,0.648
2008,oaxaca,san jacinto amilpas,8.0,2.732
2008,oaxaca,san juan bautista tuxtepec,48.0,107.205
2008,oaxaca,san juan cacahuatepec,3.0,1.839
2008,oaxaca,san juan chilateca,3.0,0.485
2008,oaxaca,san lorenzo cacaotepec,8.0,1.762
2008,oaxaca,san mateo yoloxochitlan,3.0,0.358
2008,oaxaca,san miguel el grande,4.0,0.312
2008,oaxaca,villa sola de vega,6.0,2.194
2008,oaxaca,san miguel soyaltepec,6.0,4.114
2008,oaxaca,san pablo huitzo,5.0,0.456
2008,oaxaca,san pedro ixcatlan,4.0,0.492
2008,oaxaca,san pedro juchatengo,4.0,0.618
2008,oaxaca,san pedro mixtepec,31.0,49.822
2008,oaxaca,san pedro pochutla,24.0,60.428
2008,oaxaca,san pedro quiatoni,3.0,0.192
2008,oaxaca,san pedro tapanatepec,8.0,5.453
2008,oaxaca,villa de tututepec,15.0,10.104
2008,oaxaca,san pedro y san pablo ayutla,5.0,0.523
2008,oaxaca,santa cruz itundujia,3.0,0.209
2008,oaxaca,santa cruz xoxocotlan,22.0,14.817
2008,oaxaca,santa lucia del camino,23.0,24.914
2008,oaxaca,ayoquezco de aldama,7.0,0.944
2008,oaxaca,santa maria atzompa,7.0,0.751
2008,oaxaca,santa maria del tule,5.0,0.984
2008,oaxaca,santa maria huatulco,24.0,78.068
2008,oaxaca,santiago huajolotitlan,4.0,0.158
2008,oaxaca,santiago jamiltepec,6.0,7.894
2008,oaxaca,santiago juxtlahuaca,24.0,22.633
2008,oaxaca,santiago pinotepa nacional,16.0,49.702000000000005
2008,oaxaca,santiago tamazola,5.0,1.336
2008,oaxaca,santo domingo ingenio,4.0,2.049
2008,oaxaca,santo domingo petapa,3.0,0.799
2008,oaxaca,santo domingo tehuantepec,11.0,2.314
2008,oaxaca,santo domingo tonala,3.0,0.664
2008,oaxaca,santo domingo zanatepec,6.0,10.701
2008,oaxaca,santos reyes nopala,8.0,1.94
2008,oaxaca,santos reyes tepejillo,3.0,0.33
2008,oaxaca,soledad etla,4.0,0.627
2008,oaxaca,villa de tamazulapam del progreso,5.0,5.819
2008,oaxaca,teotitlan de flores magon,6.0,2.596
2008,oaxaca,"heroica villa tezoatlan de segura y luna, cuna de la independencia de oaxaca",3.0,1.522
2008,oaxaca,tlacolula de matamoros,17.0,30.134
2008,oaxaca,san juan bautista valle nacional,8.0,3.721
2008,oaxaca,zimatlan de alvarez,13.0,11.793
2008,puebla,acajete,31.0,6.324
2008,puebla,acateno,3.0,0.943
2008,puebla,acatlan,23.0,67.81400000000001
2008,puebla,acatzingo,21.0,22.822
2008,puebla,ahuacatlan,6.0,0.303
2008,puebla,ahuazotepec,3.0,1.811
2008,puebla,ajalpan,10.0,5.421
2008,puebla,altepexi,7.0,1.674
2008,puebla,amixtlan,3.0,0.264
2008,puebla,amozoc,40.0,27.734
2008,puebla,atlixco,61.0,181.073
2008,puebla,atoyatempan,8.0,1.271
2008,puebla,atzitzintla,3.0,1.109
2008,puebla,calpan,6.0,0.826
2008,puebla,cuapiaxtla de madero,4.0,0.343
2008,puebla,cuautlancingo,17.0,2.147
2008,puebla,cuayuca de andrade,5.0,0.711
2008,puebla,cuetzalan del progreso,8.0,2.999
2008,puebla,chalchicomula de sesma,16.0,27.863
2008,puebla,chiautla,22.0,5.586
2008,puebla,chichiquila,3.0,0.672
2008,puebla,chietla,19.0,6.151
2008,puebla,chignahuapan,16.0,23.666
2008,puebla,chilchotla,6.0,1.525
2008,puebla,chinantla,4.0,1.55
2008,puebla,francisco z. mena,6.0,2.902
2008,puebla,guadalupe victoria,13.0,16.969
2008,puebla,huaquechula,10.0,2.002
2008,puebla,huauchinango,24.0,98.496
2008,puebla,huehuetla,3.0,0.169
2008,puebla,huejotzingo,45.0,17.26
2008,puebla,hueytamalco,8.0,2.721
2008,puebla,hueytlalpan,3.0,0.23
2008,puebla,izucar de matamoros,52.0,81.908
2008,puebla,jopala,4.0,0.476
2008,puebla,juan c. bonilla,9.0,1.705
2008,puebla,libres,15.0,13.008
2008,puebla,molcaxac,6.0,1.804
2008,puebla,ocoyucan,6.0,0.98
2008,puebla,oriental,8.0,2.569
2008,puebla,pahuatlan,8.0,2.852
2008,puebla,palmar de bravo,13.0,4.764
2008,puebla,pantepec,7.0,1.453
2008,puebla,petlalcingo,3.0,0.792
2008,puebla,puebla,631.0,2327.951
2008,puebla,quecholac,20.0,8.465
2008,puebla,rafael lara grajales,12.0,4.274
2008,puebla,san andres cholula,19.0,8.736
2008,puebla,san felipe teotlalcingo,4.0,0.543
2008,puebla,san gabriel chilac,7.0,0.673
2008,puebla,san martin texmelucan,88.0,178.709
2008,puebla,san miguel xoxtla,9.0,1.41
2008,puebla,san nicolas buenos aires,5.0,0.739
2008,puebla,san nicolas de los ranchos,8.0,3.546
2008,puebla,san pedro cholula,71.0,127.261
2008,puebla,san pedro yeloixtlahuaca,3.0,0.967
2008,puebla,san salvador el verde,16.0,2.959
2008,puebla,san salvador huixcolotla,12.0,20.06
2008,puebla,santo tomas hueyotlipan,4.0,0.955
2008,puebla,soltepec,5.0,1.703
2008,puebla,tecali de herrera,5.0,0.747
2008,puebla,tecamachalco,25.0,65.599
2008,puebla,tehuacan,72.0,235.633
2008,puebla,tepatlaxco de hidalgo,9.0,2.214
2008,puebla,tepeaca,29.0,387.283
2008,puebla,tepeyahualco,4.0,0.87
2008,puebla,tetela de ocampo,7.0,6.421
2008,puebla,teteles de avila castillo,5.0,2.287
2008,puebla,teziutlan,32.0,108.918
2008,puebla,tlacotepec de benito juarez,14.0,27.557
2008,puebla,tlacuilotepec,3.0,0.789
2008,puebla,tlachichuca,5.0,4.185
2008,puebla,tlahuapan,8.0,1.824
2008,puebla,tlaltenango,4.0,0.343
2008,puebla,tlapanala,4.0,0.547
2008,puebla,tlatlauquitepec,14.0,11.026
2008,puebla,tochimilco,3.0,0.78
2008,puebla,tochtepec,13.0,2.028
2008,puebla,tulcingo,13.0,8.941
2008,puebla,venustiano carranza,15.0,3.836
2008,puebla,xicotepec,36.0,39.351
2008,puebla,zacapoaxtla,8.0,18.83
2008,puebla,zacatlan,20.0,21.284
2008,puebla,zapotitlan de mendez,5.0,0.312
2008,puebla,zaragoza,10.0,8.947
2008,puebla,zautla,4.0,0.532
2008,puebla,zinacatepec,12.0,3.291
2008,queretaro,amealco de bonfil,15.0,16.152
2008,queretaro,arroyo seco,3.0,0.495
2008,queretaro,cadereyta de montes,10.0,20.976
2008,queretaro,corregidora,41.0,153.00400000000002
2008,queretaro,ezequiel montes,15.0,8.732
2008,queretaro,jalpan de serra,13.0,16.509
2008,queretaro,el marques,21.0,7.636
2008,queretaro,pedro escobedo,17.0,13.837
2008,queretaro,queretaro,301.0,1354.328
2008,queretaro,san juan del rio,72.0,225.39600000000002
2008,queretaro,tequisquiapan,15.0,27.309
2008,queretaro,toliman,4.0,2.44
2008,quintana roo,felipe carrillo puerto,20.0,25.871
2008,quintana roo,othon p. blanco,77.0,1740.088
2008,quintana roo,benito juarez,171.0,1102.885
2008,quintana roo,jose maria morelos,7.0,7.086
2008,quintana roo,solidaridad,65.0,223.159
2008,quintana roo,tulum,7.0,15.974
2008,san luis potosi,cardenas,13.0,11.109
2008,san luis potosi,cedral,6.0,3.721
2008,san luis potosi,cerritos,14.0,23.212
2008,san luis potosi,ciudad fernandez,11.0,5.616
2008,san luis potosi,tancanhuitz,4.0,5.09
2008,san luis potosi,ciudad valles,47.0,123.75800000000001
2008,san luis potosi,coxcatlan,4.0,6.372
2008,san luis potosi,charcas,6.0,9.86
2008,san luis potosi,ebano,6.0,18.36
2008,san luis potosi,matehuala,30.0,77.929
2008,san luis potosi,mexquitic de carmona,3.0,0.273
2008,san luis potosi,moctezuma,4.0,0.651
2008,san luis potosi,rioverde,32.0,107.42099999999999
2008,san luis potosi,salinas,14.0,18.15
2008,san luis potosi,san ciro de acosta,9.0,3.328
2008,san luis potosi,san luis potosi,287.0,1124.002
2008,san luis potosi,santa maria del rio,8.0,12.781
2008,san luis potosi,soledad de graciano sanchez,73.0,70.306
2008,san luis potosi,tamasopo,6.0,5.398
2008,san luis potosi,tamazunchale,14.0,67.444
2008,san luis potosi,tampamolon corona,3.0,0.72
2008,san luis potosi,tamuin,11.0,4.821
2008,san luis potosi,tanquian de escobedo,9.0,3.487
