Año Censal,Entidad,Municipio,UE Unidades económicas,A131A Valor agregado censal bruto (millones de pesos),Q000A Acervo total de activos fijos (millones de pesos),M000A Total de ingresos por suministro de bienes y servicios (millones de pesos),A121A Consumo intermedio (millones de pesos),A700A Total de gastos (millones de pesos),Q000B Depreciación total de activos fijos (millones de pesos),K810A Gastos por publicidad (millones de pesos),P000A Total de inventario inicial (millones de pesos),P000B Total de inventario final (millones de pesos),P000C Variación total de existencias (millones de pesos),K412A Gasto por consumo de energía eléctrica (millones de pesos),"J203A Total de sueldos al personal administrativo, contable y de dirección (millones de pesos)",Q000C Compras totales de activos fijos (millones de pesos),Q000D Ventas totales de activos fijos (millones de pesos),P030B Total de inventario final de productos en proceso (millones de pesos),A534A Tasa de rentabilidad promedio (Porcentaje),A231A Margen bruto de operación (Porcentaje),A436A Ingresos por suministro de bienes y servicios por persona ocupada (Pesos),A171A Remuneración media por persona ocupada remunerada (Pesos),J000A Total de remuneraciones (millones de pesos),A221A Formación bruta de capital fijo (millones de pesos)
2003,chiapas,pueblo nuevo solistahuacan,5,0.157,0.295,1.125,0.041,1.003,0.018,0.001,0.027,0.06,0.033,0.01,0.0,0.0,0.0,0.0,11.276,10.133,140625.0,10000.0,0.01,0.0
2003,chiapas,reforma,11,2.908,3.679,7.965,0.209,5.066,0.193,0.0,0.466,0.413,-0.053,0.066,0.008,0.028,0.0,0.0,51.512,33.999,331875.0,16866.667,0.253,0.028
2003,chiapas,las rosas,14,0.688,0.442,2.807,0.057,2.127,0.037,0.003,0.137,0.144,0.007,0.011,0.018,0.005,0.0,0.0,26.956,21.233,103962.963,14166.667,0.085,0.005
2003,chiapas,sabanilla,3,0.078,0.226,0.478,0.004,0.407,0.012,0.0,0.021,0.028,0.007,0.0,0.0,0.0,0.0,0.0,17.445,14.854,59750.0,0.0,0.0,0.0
2003,chiapas,san cristobal de las casas,67,19.003999999999998,4.279,132.792,4.7620000000000005,115.706,0.46499999999999997,0.40800000000000003,12.14,13.881,1.741,0.33,0.495,0.34800000000000003,0.0,0.0,18.042,16.478,883545.686,61336.489,6.938,0.34800000000000003
2003,chiapas,san fernando,6,0.579,0.633,2.101,0.038,1.544,0.034,0.0,0.011,0.014,0.003,0.023,0.0,0.02,0.0,0.0,32.807,24.703,140066.667,15666.667,0.047,0.02
2003,chiapas,siltepec,9,0.306,0.294,1.767,0.151,1.471,0.071,0.0,0.03,0.04,0.01,0.009,0.0,0.016,0.0,0.0,15.039,13.073,93000.0,16250.0,0.065,0.016
2003,chiapas,solosuchiapa,4,0.269,0.088,0.743,0.018,0.494,0.004,0.0,0.085,0.105,0.02,0.004,0.0,0.0,0.0,0.0,50.405,33.513,123833.333,0.0,0.0,0.0
2003,chiapas,soyalo,4,0.082,0.156,0.264,0.013,0.209,0.008,0.0,0.004,0.026,0.022,0.005,0.0,0.0,0.0,0.0,29.412,22.727,44000.0,0.0,0.0,0.0
2003,chiapas,suchiate,18,7.809,3.428,49.579,1.7610000000000001,42.019,0.336,0.216,3.437,3.6319999999999997,0.195,0.16199999999999998,0.042,0.011,0.0,0.0,37.954,30.049999999999997,1823412.5,56171.215000000004,1.373,0.011
